Categorization Test,Model Name,Null Test,Polarity Test
0.6428301886792454,centroid_v1_share,0.823301886792453,0.8949056603773584
0.7103448275862071,centroid_v1_nodups,0.8151939655172414,0.8933189655172417
0.6528519417475729,centroid_v2_share,0.8010922330097088,0.9009101941747574
0.6883643617021276,centroid_v2_nodups,0.7941821808510638,0.8958111702127658
0.6096226415094338,knn_v1_share,0.8266037735849057,0.9120754716981132
0.6625,knn_v1_nodups,0.83125,0.9109913793103448
0.6916868932038834,knn_v2_share,0.8267597087378642,0.9073422330097086
0.7188164893617022,knn_v2_nodups,0.8193816489361702,0.9061835106382976
