Categorization Test,Model Name,Null Test,Polarity Test,Year
0.6196808510638298,centroid_v2_nodups,0.7819148936170213,0.8776595744680851,1800
0.6415094339622641,centroid_v1_share,0.8,0.8679245283018868,1800
0.5849514563106796,centroid_v2_share,0.7906553398058253,0.8895631067961165,1800
0.6810344827586207,centroid_v1_nodups,0.7931034482758621,0.8879310344827587,1800
0.6553398058252428,centroid_v2_share,0.7991504854368932,0.8907766990291263,1810
0.6415094339622641,centroid_v1_share,0.8320754716981132,0.8603773584905661,1810
0.7198275862068966,centroid_v1_nodups,0.8211206896551724,0.8706896551724138,1810
0.6821808510638298,centroid_v2_nodups,0.7925531914893617,0.8829787234042553,1810
0.6896551724137931,centroid_v1_nodups,0.8146551724137931,0.875,1820
0.6835106382978723,centroid_v2_nodups,0.7892287234042553,0.8829787234042553,1820
0.6480582524271845,centroid_v2_share,0.7936893203883495,0.8907766990291263,1820
0.6226415094339622,centroid_v1_share,0.8207547169811321,0.8830188679245283,1820
0.6941489361702128,centroid_v2_nodups,0.7918882978723404,0.8829787234042553,1830
0.6982758620689655,centroid_v1_nodups,0.8168103448275862,0.8922413793103449,1830
0.6553398058252428,centroid_v2_share,0.7973300970873787,0.9004854368932039,1830
0.6301886792452829,centroid_v1_share,0.8264150943396227,0.8867924528301887,1830
0.6679245283018868,centroid_v1_share,0.8150943396226416,0.8830188679245283,1840
0.6914893617021277,centroid_v2_nodups,0.7992021276595744,0.8869680851063829,1840
0.7068965517241379,centroid_v1_nodups,0.8125,0.875,1840
0.6638349514563107,centroid_v2_share,0.8076456310679612,0.8968446601941747,1840
0.6601941747572816,centroid_v2_share,0.8064320388349514,0.8980582524271845,1850
0.6853448275862069,centroid_v1_nodups,0.8146551724137931,0.8879310344827587,1850
0.6377358490566037,centroid_v1_share,0.8245283018867925,0.9018867924528302,1850
0.6954787234042553,centroid_v2_nodups,0.7925531914893617,0.8936170212765957,1850
0.7155172413793104,centroid_v1_nodups,0.8125,0.9008620689655172,1860
0.6577669902912622,centroid_v2_share,0.8088592233009708,0.8992718446601942,1860
0.6226415094339622,centroid_v1_share,0.8339622641509434,0.9169811320754716,1860
0.6941489361702128,centroid_v2_nodups,0.8025265957446809,0.8976063829787234,1860
0.6614077669902912,centroid_v2_share,0.8094660194174758,0.9029126213592232,1870
0.7007978723404256,centroid_v2_nodups,0.8011968085106383,0.9015957446808509,1870
0.7112068965517241,centroid_v1_nodups,0.8189655172413793,0.9094827586206896,1870
0.6566037735849056,centroid_v1_share,0.8358490566037736,0.8981132075471698,1870
0.6844660194174758,centroid_v2_share,0.8064320388349514,0.9053398058252428,1880
0.6754716981132075,centroid_v1_share,0.8433962264150944,0.9056603773584906,1880
0.7167553191489362,centroid_v2_nodups,0.7978723404255319,0.898936170212766,1880
0.7112068965517241,centroid_v1_nodups,0.8275862068965517,0.9094827586206896,1880
0.7007978723404256,centroid_v2_nodups,0.8045212765957447,0.9095744680851064,1890
0.6771844660194175,centroid_v2_share,0.8149271844660194,0.912621359223301,1890
0.6754716981132075,centroid_v1_share,0.8396226415094341,0.920754716981132,1890
0.75,centroid_v1_nodups,0.8211206896551724,0.9267241379310344,1890
0.7370689655172413,centroid_v1_nodups,0.8189655172413793,0.913793103448276,1900
0.7140957446808509,centroid_v2_nodups,0.7972074468085106,0.9029255319148936,1900
0.6808252427184466,centroid_v2_share,0.8033980582524272,0.9041262135922329,1900
0.6716981132075471,centroid_v1_share,0.8301886792452831,0.8943396226415095,1900
0.6589805825242718,centroid_v2_share,0.8058252427184466,0.9138349514563108,1910
0.7413793103448276,centroid_v1_nodups,0.8038793103448276,0.9094827586206896,1910
0.6914893617021277,centroid_v2_nodups,0.7985372340425532,0.9069148936170212,1910
0.6377358490566037,centroid_v1_share,0.8301886792452831,0.9056603773584906,1910
0.7198275862068966,centroid_v1_nodups,0.8211206896551724,0.9008620689655172,1920
0.6888297872340425,centroid_v2_nodups,0.7925531914893617,0.8976063829787234,1920
0.662621359223301,centroid_v2_share,0.7961165048543689,0.9016990291262136,1920
0.6490566037735849,centroid_v1_share,0.8320754716981132,0.9132075471698112,1920
0.6377358490566037,centroid_v1_share,0.8320754716981132,0.9056603773584906,1930
0.6589805825242718,centroid_v2_share,0.8052184466019418,0.9089805825242718,1930
0.7198275862068966,centroid_v1_nodups,0.8168103448275862,0.8965517241379308,1930
0.6994680851063829,centroid_v2_nodups,0.7958776595744681,0.9082446808510638,1930
0.662621359223301,centroid_v2_share,0.804004854368932,0.9077669902912622,1940
0.6301886792452829,centroid_v1_share,0.8245283018867925,0.9132075471698112,1940
0.6896551724137931,centroid_v1_nodups,0.8297413793103449,0.8965517241379308,1940
0.6968085106382979,centroid_v2_nodups,0.8005319148936171,0.9042553191489362,1940
0.6264150943396226,centroid_v1_share,0.8132075471698114,0.8981132075471698,1950
0.7155172413793104,centroid_v1_nodups,0.8168103448275862,0.8922413793103449,1950
0.6516990291262136,centroid_v2_share,0.7979368932038835,0.9089805825242718,1950
0.6875,centroid_v2_nodups,0.7958776595744681,0.8976063829787234,1950
0.6377358490566037,centroid_v1_share,0.8132075471698114,0.8830188679245283,1960
0.6968085106382979,centroid_v2_nodups,0.7952127659574468,0.9069148936170212,1960
0.6589805825242718,centroid_v2_share,0.8009708737864077,0.9089805825242718,1960
0.7112068965517241,centroid_v1_nodups,0.8081896551724138,0.8793103448275862,1960
0.6702127659574468,centroid_v2_nodups,0.7878989361702128,0.9029255319148936,1970
0.6490566037735849,centroid_v1_share,0.8113207547169812,0.8830188679245283,1970
0.6982758620689655,centroid_v1_nodups,0.8125,0.8793103448275862,1970
0.6286407766990292,centroid_v2_share,0.7961165048543689,0.8992718446601942,1970
0.6301886792452829,centroid_v1_share,0.8018867924528302,0.9018867924528302,1980
0.6715425531914894,centroid_v2_nodups,0.7805851063829787,0.8949468085106383,1980
0.7112068965517241,centroid_v1_nodups,0.8125,0.8879310344827587,1980
0.6225728155339806,centroid_v2_share,0.7864077669902912,0.8944174757281553,1980
0.6150943396226415,centroid_v1_share,0.8056603773584906,0.8754716981132076,1990
0.6715425531914894,centroid_v2_nodups,0.7859042553191491,0.8789893617021277,1990
0.6225728155339806,centroid_v2_share,0.7912621359223301,0.883495145631068,1990
0.6939655172413793,centroid_v1_nodups,0.8103448275862069,0.875,1990
