Categorization Test,Model Name,Null Test,Polarity Test,Year
0.6778846153846154,restricted_seeds,0.8072727272727273,0.8894230769230769,1800
0.6778846153846154,fixed_seeds,0.8109090909090909,0.8894230769230769,1800
0.6809523809523811,varying_seeds,0.8093525179856115,0.8904761904761904,1800
0.6826923076923077,fixed_seeds,0.8254545454545454,0.8653846153846154,1810
0.6971153846153846,restricted_seeds,0.8181818181818182,0.8653846153846154,1810
0.6844444444444444,varying_seeds,0.8148148148148148,0.8711111111111111,1810
0.7016129032258065,varying_seeds,0.8258258258258259,0.8790322580645161,1820
0.7211538461538461,restricted_seeds,0.8218181818181818,0.875,1820
0.6730769230769231,fixed_seeds,0.8254545454545454,0.8701923076923077,1820
0.6875,restricted_seeds,0.850909090909091,0.8894230769230769,1830
0.6826923076923077,fixed_seeds,0.8290909090909091,0.8990384615384616,1830
0.6417322834645669,varying_seeds,0.8533724340175953,0.8858267716535433,1830
0.7211538461538461,restricted_seeds,0.8327272727272728,0.8894230769230769,1840
0.6781609195402298,varying_seeds,0.8380681818181818,0.8927203065134101,1840
0.6971153846153846,fixed_seeds,0.8327272727272728,0.8798076923076923,1840
0.6580882352941176,varying_seeds,0.8235294117647058,0.8860294117647058,1850
0.7163461538461539,restricted_seeds,0.8254545454545454,0.8894230769230769,1850
0.6682692307692307,fixed_seeds,0.8363636363636363,0.8798076923076923,1850
0.6923076923076923,fixed_seeds,0.8436363636363636,0.8894230769230769,1860
0.7211538461538461,restricted_seeds,0.8363636363636363,0.8990384615384616,1860
0.6777777777777778,varying_seeds,0.8324324324324325,0.8814814814814815,1860
0.6971153846153846,fixed_seeds,0.8363636363636363,0.8894230769230769,1870
0.7163461538461539,restricted_seeds,0.8472727272727273,0.8894230769230769,1870
0.6642066420664207,varying_seeds,0.8552278820375335,0.8856088560885609,1870
0.6585365853658537,varying_seeds,0.8425,0.8850174216027874,1880
0.7115384615384616,fixed_seeds,0.8327272727272728,0.903846153846154,1880
0.7403846153846154,restricted_seeds,0.84,0.8990384615384616,1880
0.7596153846153846,restricted_seeds,0.8654545454545455,0.9134615384615384,1890
0.7307692307692307,fixed_seeds,0.8436363636363636,0.9230769230769232,1890
0.6975945017182129,varying_seeds,0.8492822966507177,0.8900343642611683,1890
0.7403846153846154,fixed_seeds,0.8290909090909091,0.9230769230769232,1900
0.6858108108108109,varying_seeds,0.8356807511737089,0.8851351351351351,1900
0.7548076923076923,restricted_seeds,0.8436363636363636,0.903846153846154,1900
0.7307692307692307,fixed_seeds,0.8254545454545454,0.8942307692307693,1910
0.6631944444444444,varying_seeds,0.8240963855421687,0.8923611111111112,1910
0.7403846153846154,restricted_seeds,0.8218181818181818,0.8942307692307693,1910
0.7740384615384616,restricted_seeds,0.8290909090909091,0.8942307692307693,1920
0.7307692307692307,fixed_seeds,0.8363636363636363,0.903846153846154,1920
0.6968641114982579,varying_seeds,0.837772397094431,0.8780487804878049,1920
0.6971153846153846,restricted_seeds,0.8290909090909091,0.8846153846153846,1930
0.7019230769230769,fixed_seeds,0.8254545454545454,0.8942307692307693,1930
0.6376306620209059,varying_seeds,0.8312958435207825,0.8571428571428571,1930
0.6923076923076923,restricted_seeds,0.8363636363636363,0.8701923076923077,1940
0.6418439716312057,varying_seeds,0.8349753694581281,0.851063829787234,1940
0.6923076923076923,fixed_seeds,0.8145454545454546,0.8990384615384616,1940
0.7403846153846154,restricted_seeds,0.8472727272727273,0.875,1950
0.7115384615384616,fixed_seeds,0.8218181818181818,0.875,1950
0.6554054054054054,varying_seeds,0.8290398126463701,0.8614864864864865,1950
0.7163461538461539,fixed_seeds,0.8036363636363636,0.8701923076923077,1960
0.6277602523659306,varying_seeds,0.8193832599118943,0.8643533123028391,1960
0.7211538461538461,restricted_seeds,0.8363636363636363,0.8798076923076923,1960
0.7067307692307693,fixed_seeds,0.8109090909090909,0.8846153846153846,1970
0.6269592476489029,varying_seeds,0.8156182212581344,0.8589341692789969,1970
0.7067307692307693,restricted_seeds,0.84,0.8894230769230769,1970
0.7115384615384616,fixed_seeds,0.8109090909090909,0.8894230769230769,1980
0.6199376947040498,varying_seeds,0.7787234042553192,0.838006230529595,1980
0.7067307692307693,restricted_seeds,0.8145454545454546,0.8798076923076923,1980
0.7019230769230769,fixed_seeds,0.8145454545454546,0.8701923076923077,1990
0.5963302752293578,varying_seeds,0.7761506276150628,0.8103975535168195,1990
0.6875,restricted_seeds,0.8109090909090909,0.8605769230769231,1990
