Categorization Test,Model Name,Null Test,Polarity Test,Year
0.6415094339622641,centroid_share_match,0.7905660377358491,0.8679245283018868,1800
0.6810344827586207,centroid_match_nodups,0.7931034482758621,0.8879310344827587,1800
0.7198275862068966,centroid_match_nodups,0.8211206896551724,0.8706896551724138,1810
0.6415094339622641,centroid_share_match,0.8245283018867925,0.8603773584905661,1810
0.6896551724137931,centroid_match_nodups,0.8146551724137931,0.875,1820
0.6226415094339622,centroid_share_match,0.8188679245283019,0.8830188679245283,1820
0.6982758620689655,centroid_match_nodups,0.8168103448275862,0.8922413793103449,1830
0.6301886792452829,centroid_share_match,0.8169811320754717,0.8867924528301887,1830
0.7068965517241379,centroid_match_nodups,0.8125,0.875,1840
0.6679245283018868,centroid_share_match,0.8094339622641509,0.8830188679245283,1840
0.6377358490566037,centroid_share_match,0.8169811320754717,0.9018867924528302,1850
0.6853448275862069,centroid_match_nodups,0.8146551724137931,0.8879310344827587,1850
0.7155172413793104,centroid_match_nodups,0.8125,0.9008620689655172,1860
0.6226415094339622,centroid_share_match,0.8264150943396227,0.9169811320754716,1860
0.7112068965517241,centroid_match_nodups,0.8189655172413793,0.9094827586206896,1870
0.6566037735849056,centroid_share_match,0.8320754716981132,0.8981132075471698,1870
0.7112068965517241,centroid_match_nodups,0.8275862068965517,0.9094827586206896,1880
0.6754716981132075,centroid_share_match,0.8339622641509434,0.9056603773584906,1880
0.6754716981132075,centroid_share_match,0.8320754716981132,0.920754716981132,1890
0.75,centroid_match_nodups,0.8211206896551724,0.9267241379310344,1890
0.6716981132075471,centroid_share_match,0.8207547169811321,0.8943396226415095,1900
0.7370689655172413,centroid_match_nodups,0.8189655172413793,0.913793103448276,1900
0.6377358490566037,centroid_share_match,0.8264150943396227,0.9056603773584906,1910
0.7413793103448276,centroid_match_nodups,0.8038793103448276,0.9094827586206896,1910
0.7198275862068966,centroid_match_nodups,0.8211206896551724,0.9008620689655172,1920
0.6490566037735849,centroid_share_match,0.8301886792452831,0.9132075471698112,1920
0.6377358490566037,centroid_share_match,0.8245283018867925,0.9056603773584906,1930
0.7198275862068966,centroid_match_nodups,0.8168103448275862,0.8965517241379308,1930
0.6896551724137931,centroid_match_nodups,0.8297413793103449,0.8965517241379308,1940
0.6301886792452829,centroid_share_match,0.8207547169811321,0.9132075471698112,1940
0.7155172413793104,centroid_match_nodups,0.8168103448275862,0.8922413793103449,1950
0.6264150943396226,centroid_share_match,0.8056603773584906,0.8981132075471698,1950
0.7112068965517241,centroid_match_nodups,0.8081896551724138,0.8793103448275862,1960
0.6377358490566037,centroid_share_match,0.8075471698113208,0.8830188679245283,1960
0.6982758620689655,centroid_match_nodups,0.8125,0.8793103448275862,1970
0.6490566037735849,centroid_share_match,0.8094339622641509,0.8830188679245283,1970
0.6301886792452829,centroid_share_match,0.7981132075471699,0.9018867924528302,1980
0.7112068965517241,centroid_match_nodups,0.8125,0.8879310344827587,1980
0.6150943396226415,centroid_share_match,0.8037735849056604,0.8754716981132076,1990
0.6939655172413793,centroid_match_nodups,0.8103448275862069,0.875,1990
