word,count,frequency
impact,18215193,0.005678340586967069
devil,6801116,0.005673170922897682
nerve,11385705,0.005669065721726077
scott,9771029,0.005664921665716241
companion,6545084,0.005661440529400995
narrative,8099721,0.005655020113458193
hero,9178616,0.005652944026453077
charter,7582377,0.005650585328052291
phrase,10757399,0.005650391889986129
major,8281305,0.005648432962725863
psychology,16693653,0.005645921796528434
lead,9076031,0.005645745090322152
ohio,11033882,0.005638374295721662
cup,10297978,0.005635830470164192
tribe,6821199,0.005633831654428392
adam,7624668,0.005631631207313381
proposal,10506019,0.005631428115636673
prophet,6327881,0.005628596249844821
reward,6108766,0.0056205584992793526
second,10992106,0.00561003545134058
produce,4883282,0.0056082402022422624
controversy,7929910,0.005595963289887313
technique,17681008,0.005593655963603755
wit,5213429,0.005593585591345336
sphere,9463810,0.005592187155868707
reserve,11300170,0.005588877110520927
cavalry,5674354,0.005585942460322894
purchase,10254657,0.0055852578857568435
density,15002484,0.005578636852348734
wings,7610321,0.0055768870960811595
retreat,5292630,0.005576270977285726
remedy,5695413,0.005573765971761341
grand,9221130,0.005572901546325462
monarch,3720744,0.00556803681289399
writing,11293920,0.005565602846836065
neighbourhood,3816509,0.005548012737369077
carolina,10350691,0.005543823138875633
gratitude,4846706,0.005541303992391524
apparatus,9808969,0.0055394379922766536
duration,9600185,0.005538516457073718
following,8064397,0.005523917178334595
minute,10262208,0.005519598469961249
incident,10231831,0.005518319555253964
perception,11335109,0.005507208606716576
emphasis,15544928,0.005502809545649781
interview,11040185,0.005499715469486371
muscle,12455797,0.00549269462323132
transactions,8460795,0.005483778990225702
arthur,10952334,0.005483592632347106
pursuit,6507945,0.005482700694784632
burden,9941596,0.0054819898826198084
intensity,13077117,0.005481192475620732
desert,8288819,0.005479852824106919
walter,9663851,0.005478479726606903
lee,11091534,0.005477761991820845
terror,6404243,0.00546914256378545
attachment,6075707,0.0054667697825208274
colours,5157001,0.005463552227532548
guilt,6485843,0.005440462797822785
devotion,6254720,0.005433174333813855
ad,7743611,0.00543288958050357
eggs,10201435,0.005425816088180549
era,11258658,0.005425712586159726
evolution,14313466,0.005421074680949607
piety,3561135,0.005420849725175325
shadow,8510049,0.00542060959531337
michael,11777196,0.005413638994390949
pipe,9374379,0.005396742338311252
block,13670616,0.005395671107159301
wish,5795018,0.005380857142913147
assumption,13034547,0.005379412702122478
reformation,4275468,0.005370259160567483
apostle,3165904,0.005369651417862505
percentage,15790098,0.005367659276901971
amendment,11552124,0.005365710349159869
signal,11410569,0.005355001004260067
fox,6789000,0.0053539213375962316
remains,4872111,0.005352476791275424
leadership,16565538,0.005348850269254405
sheet,11798631,0.005347908710890038
enthusiasm,8184938,0.005343239586301889
shop,11038482,0.005343171806227136
gates,6388280,0.005340552892048022
artillery,6081122,0.005338980317158638
acceptance,11327543,0.005335645545482291
williams,10778252,0.005327291478093949
boundary,11414054,0.0053265676328137675
covenant,4493227,0.005325835050220412
motive,6387429,0.005324144289959544
madame,6615658,0.005315315975843556
manager,14287310,0.005310798659067416
tail,7246252,0.005308586162989644
citizen,8896367,0.005307501823312804
reception,6175353,0.005303639868214438
academy,9846809,0.005302666373214457
catholic,8384081,0.005294227731059022
border,10963334,0.005293615151218954
democracy,13527517,0.005292693044766183
magazine,11510280,0.005291179114421725
gravity,7549696,0.005279467171743524
farmer,8888949,0.005274554168817104
knight,5555046,0.005272812895707821
limit,12018567,0.005268042741667462
wire,10543453,0.005266875810522265
couple,12219085,0.005265668195537988
traffic,11864662,0.005265624307396667
drug,15871574,0.005264522336565917
lincoln,9933711,0.005254461764820436
smile,9081123,0.0052526287953595045
excess,8343508,0.005236953194766383
invasion,7813799,0.005236759575446282
hearing,8820189,0.005235753365335134
transport,14281482,0.005234987107066373
simplicity,6119463,0.005221640352397766
anger,8771894,0.0052205860803643195
mayor,7187236,0.0052193678628029965
commencement,3678066,0.00521888835177082
see,8260777,0.005218563465633141
gun,9264645,0.005218359901634243
hypothesis,10917496,0.005214741902353287
aim,10046126,0.005209929879890166
rebellion,6431934,0.005208727369380267
bath,7573441,0.005205536010528876
blessing,4564739,0.005202366027085873
compensation,10848587,0.0051994051809682975
instant,5740636,0.005199324136688527
suspicion,6089388,0.005185846426712876
wheel,8187482,0.00518214559763191
railroad,11602140,0.00518116108654216
key,11402144,0.0051806310690361256
accuracy,9350346,0.005171444707080661
document,11931247,0.0051710314407157456
hat,8595778,0.005167187043499355
baptism,3951309,0.005156620607655002
wonder,6818557,0.005153490530496275
summary,12378667,0.005153206090802161
representative,10290873,0.005148841550372136
coat,8213310,0.0051459550697183
restoration,6753788,0.00514189425133993
illness,10455495,0.0051408255190898595
magnitude,9111823,0.0051327799404076785
accordance,10910025,0.005120482558340406
mechanism,13793685,0.005118444801658997
patience,5569729,0.005117231640431197
berlin,11681475,0.0051152779639743766
morality,7579525,0.0051066634112814525
contribution,13400789,0.0051062704630087
row,10670560,0.005100622079503445
pacific,12202498,0.005098642095160846
lewis,9686208,0.005095696835111985
blow,6494422,0.0050885682235871366
admission,7496934,0.005087642281116591
righteousness,3440126,0.005085801009654997
specimen,7067938,0.0050831863577507205
essay,9100455,0.005077617426809808
alcohol,11390749,0.005077070834607679
participation,13742238,0.005074970973972573
garrison,4627938,0.005073868571855132
ruin,3931150,0.005067410211400705
illustration,8253456,0.005067065435457721
elevation,5746489,0.0050561434320770095
attorney,9170855,0.005054270613385379
axis,9253744,0.005053711837155838
formula,12668514,0.005053191879052237
hole,9586941,0.005046791087845509
pay,8934815,0.005040624241929555
w,11311418,0.005040296533515626
curiosity,5230669,0.005035030984418362
enjoyment,4790677,0.0050281264827532245
network,15720416,0.005028017865517735
portrait,7905092,0.005021875364503409
siege,4327870,0.005019326786287429
engineering,14822024,0.0050164198561390965
compound,8792632,0.005012292614346078
evaluation,16309887,0.00500795420509257
silk,6964454,0.005007534230151999
tract,7618609,0.004994325628951254
zone,13479913,0.00498661352781181
exposure,11403702,0.004985843687589174
occurrence,8377339,0.00498577298443279
painting,9510452,0.004985012171363207
dispute,7454877,0.00498354338266802
powder,7132668,0.004979573381980126
jackson,9573293,0.004979066940635345
chairman,12525619,0.004971975589266526
disorder,7968852,0.004967287625106714
rice,10607595,0.0049572638460269255
ceremony,6409571,0.004954308833603825
file,14277239,0.004953930647180812
depression,11981944,0.004951039562253718
cycle,14696838,0.004933846434477446
expenditure,10046314,0.004932708533540904
grief,5562462,0.004923489723573116
hydrogen,9635383,0.004922267073158769
hamilton,7304787,0.004907566047422924
deed,5367908,0.004904280527894387
austria,7039464,0.004902711347546039
remark,5381624,0.004902115241058345
manufacture,7589839,0.004901833243799187
excitement,7255177,0.004898686152478794
newspaper,11628646,0.0048862139043176
complaint,6323382,0.004885351156224207
yesterday,6924451,0.004884938301920063
phenomenon,10963095,0.00488447519761521
nose,8783476,0.004882631538756329
decree,5653281,0.004878877695831087
escape,6098166,0.004876554779035944
communion,4056385,0.004875112225466139
certainty,5816949,0.004871290180088237
nobody,8949350,0.0048672625576369494
sequence,14693558,0.004867019752859887
preservation,6232373,0.004866819472335194
abundance,5570750,0.004866005595306507
touch,9506776,0.004860477746435312
goal,14437207,0.004860090392682969
despair,5796059,0.00485049832476223
coffee,9936395,0.004845346832332723
transition,12092389,0.004841243105415574
executive,11324914,0.004825215283158614
antiquity,4120366,0.00482470950520802
anne,7056863,0.004823667276158201
pity,5611451,0.004821129936205453
delivery,9871277,0.004820000181696767
tale,7423255,0.004817727841239794
lime,4696281,0.004815718798602983
scope,11281785,0.004815568009905858
taylor,9205978,0.004811421851511542
invention,6240170,0.004809842493800415
nerves,6829379,0.004805504280841567
radio,15017844,0.00480226892460334
mention,6474370,0.004800663125093102
seal,5644160,0.0047875745981411436
plain,5278315,0.004779295508363752
flower,6851050,0.0047792497743481075
estimate,8978692,0.004770738592176606
hell,7298686,0.004768829027117667
average,10749895,0.004767061220420067
dominion,4397040,0.004765129700287091
texas,12402353,0.004764258273954401
contest,4838148,0.004763769883380002
shell,8905826,0.004763547991218816
utility,8381009,0.0047631422636289465
communications,10569165,0.004762294711550676
strain,10123159,0.004759846192587216
fuel,10803577,0.004757213361332662
mercury,6358081,0.004746149414401351
tom,9468450,0.004742676476266271
transportation,12003754,0.004742249748810085
extremity,3287217,0.00474012529623872
theology,8273727,0.004739032310935956
suggestion,9660043,0.004736001459745545
baby,13251909,0.004734231742765418
timber,7024057,0.004728132582067015
plot,9060096,0.00472434221807546
sermon,4452284,0.00470897641608288
essence,8719814,0.004701929635258342
pen,5967808,0.004700024073167872
crop,9273894,0.0046994087694770086
classification,11854734,0.004698412570483017
loan,10490880,0.00469755112365237
descent,5449490,0.004696789837969478
assessment,13439177,0.004693607516867877
statistics,12891465,0.004689696369126698
federal,13323926,0.004689156802609131
cloud,6885313,0.004679689183006304
globe,4987145,0.004667479053972934
con,6291042,0.004660605572835543
congregation,5125934,0.004654235660565173
stations,9155764,0.00464934832330112
losses,10351263,0.0046478798421333055
interval,7068030,0.0046268196073424
mystery,7254730,0.004624420427535232
daniel,7991794,0.004619137525242874
ambassador,6228063,0.004616729575724759
device,12216476,0.004615515519677195
altar,4630862,0.004610949598735014
connexion,2742105,0.004606785372079062
abraham,5769756,0.0046041123929332056
purity,4971387,0.004603752034243983
ghost,4799042,0.004603274820633296
theme,11177515,0.0045983768630894675
treatise,4750370,0.004598145776018218
indian,10308609,0.004596130278030643
jack,10108947,0.004592986308796582
sensation,6106866,0.004591468094213782
childhood,9953234,0.004588749902628603
sector,14716356,0.004579768001719416
historian,5997914,0.004576052055467977
adams,8415747,0.004571279439264465
equality,8805288,0.004562723870105547
perspective,12918066,0.004562616110818105
hebrew,6171613,0.004551730008014359
cover,10023127,0.004551396847490946
lesson,7863224,0.004546113188126746
third,6912243,0.00454292208586938
dear,5749598,0.004540297506808488
logic,11025761,0.00453943841060115
team,13836502,0.004537721091671335
prejudice,5361827,0.0045347710063350114
assurance,5690254,0.004531111008416895
frontier,8143025,0.004529168485026238
leg,8391257,0.004527516038323672
expectation,5261940,0.004516922075776849
preference,7770315,0.004513376614114773
talk,9620958,0.004511205112122648
decline,10134167,0.004510248534909224
corruption,5148943,0.004508008365971992
sect,3360550,0.004507461792665355
infantry,5866013,0.00450641783722728
heir,4035349,0.004506217121762525
offer,7315518,0.004505306358451429
deeds,5431272,0.004500258301616245
clothing,8479051,0.004497371198891907
cry,6279465,0.004494903098514202
widow,5580371,0.004491972592459209
shoulder,8848254,0.004490883283093027
flame,6200810,0.004490144148681477
component,12900009,0.004488799632533999
patent,7237902,0.0044846084029102305
superiority,4931917,0.004484467118743738
liver,9510417,0.00448127607902242
chest,8493273,0.004479338160943308
equity,7040097,0.004478831944670582
gain,9401728,0.004471662073557803
strategy,14311674,0.004470666731871533
drama,9615507,0.004467491950037254
cardinal,4840585,0.004466946574234723
le,8051138,0.004465711234944668
frank,10889249,0.0044600214163659484
arch,6198136,0.004459555573770956
commonwealth,7139032,0.004459060036895551
alarm,4683310,0.004452275637438167
latin,8229551,0.004450349174517717
talent,5814124,0.004448372422910889
wing,7166963,0.004445908411494639
housing,14107947,0.004442321540802786
secret,6578804,0.00443581551576927
abuse,8128542,0.0044295767968227
defeat,6865085,0.004426321693229153
impulse,6582341,0.004425600066963611
confession,4543770,0.004423295380958624
currency,8352744,0.004417974173745807
personnel,13970380,0.004415680721487422
watch,6573825,0.00440986797636844
pupil,7412356,0.004409677258642775
green,8974909,0.004408243220432983
beam,9725025,0.0044070603990435785
esteem,4520842,0.004405301612111955
athens,5209609,0.004403321048012257
creek,7997267,0.004398320048109249
angel,5439115,0.004396003904948842
neglect,4553343,0.004395837870239718
cm,13238257,0.004395075212940005
fight,8198557,0.00439201562173795
tobacco,7247577,0.004378591580695691
cathedral,5601314,0.004372570785184661
tide,5747045,0.0043680289082079935
factory,10776929,0.004367908218186511
bull,6820047,0.00436565329880423
diagnosis,11677070,0.004358686363861169
measurement,12184175,0.004348799638048918
crew,6687450,0.004345011482147519
vicinity,4955782,0.004344660031699312
victim,7583265,0.004342823642637335
frederick,7533229,0.004342621257441048
australia,11470265,0.004342508913799095
infection,11682232,0.0043420931392792106
philosopher,5326868,0.004331130931191549
equilibrium,11050098,0.004328327683877157
emotion,7101712,0.004325755760089484
margin,7850746,0.004321899851242218
print,9091902,0.0043187402780588075
ward,7659478,0.004316578279518096
successor,5338251,0.004316344534846233
realm,6736035,0.004312426403720605
first,9388995,0.004308216274444875
supper,4875649,0.004306939495799778
cancer,12248605,0.004300269783081857
dependence,8564720,0.004291504161278849
franklin,7061153,0.00428927693300134
hatred,5094196,0.0042872425988850086
finger,7479658,0.004287150692149508
interference,7238225,0.004286799566585787
novel,11386305,0.004285427485235109
bosom,2841166,0.004283694717811548
stephen,7455038,0.004278757986243074
apartment,6081226,0.0042662232730992155
bureau,12118074,0.004252323201651286
lawrence,8237166,0.004250230879186637
gulf,7309698,0.004248411454801097
commissioner,8325052,0.004242019603935301
fee,6657969,0.0042388978260099654
inflammation,4211317,0.004238713799474175
encouragement,5143016,0.004238711481874339
assertion,5118518,0.004224009826249729
stability,10894354,0.004214879763920482
vegetable,4679714,0.004213601951074392
intellect,5209253,0.004205749573271641
paragraph,9638220,0.004203742625909741
wound,5509980,0.004196344485850047
pound,6351980,0.0041955518531753
resemblance,4135172,0.004195377141500315
hold,5851445,0.004194029678808185
pass,6295629,0.004185909554371431
yard,6364694,0.004171947868970941
lie,4930140,0.004171411415346635
autumn,6669525,0.004170720944072785
dozen,7453156,0.00417017247986947
laboratory,11992123,0.004165931659837471
nobility,3992322,0.004158983135120936
leaf,7371966,0.004151118489694981
walk,6062666,0.004138123583341771
mineral,7367966,0.004134697493539467
run,9863862,0.004134306140999859
shade,5237737,0.004133951855474455
breadth,3813811,0.004121307223447014
leave,4694571,0.004115379132715232
premises,6320959,0.004114796712276649
furniture,7269255,0.0041124433937500945
lover,6015392,0.004112295180645804
baron,4330642,0.0041106434954317405
sec,8646768,0.004109506726306758
integrity,6011177,0.004108035602139175
adoption,7059172,0.004103891714501304
mistress,4445137,0.00410231571176339
severity,4422690,0.004101593682461965
dance,9287185,0.0040980387241104305
excellence,4073128,0.004094797991601828
rod,6353147,0.004094648158553443
pole,6271292,0.004094621940717228
electricity,6949098,0.004091492389246537
budget,12261280,0.0040870556674267
u,9690409,0.0040770494029168285
propriety,2537379,0.004074426371310287
leisure,5403092,0.0040741371908941
inspection,7633665,0.004072268667101807
upper,6526734,0.004069983077700608
mm,10598781,0.004057240227932636
tension,10751147,0.004052746215997314
principal,6388549,0.004042496483465513
worker,11879724,0.004042491827449224
poland,7680756,0.004038789979981197
ms,6208183,0.004030986992763018
shock,8393189,0.004027153903422626
current,7290960,0.004025636455472387
minority,9644289,0.004019854852205986
check,8059268,0.004017508565233347
vanity,3106494,0.0040144885990802655
nurse,8846488,0.004013668543137578
summit,4350226,0.004013198845751953
taxation,7541920,0.004012848088486796
beach,8690916,0.0040109726817339425
breakfast,6488762,0.004006683901242672
inclination,3685906,0.004004872061781867
navigation,4679174,0.003997477023395172
young,7700762,0.003993505175136429
andrew,6546376,0.003990271770104886
engagement,4226876,0.003989579076112091
shame,4731469,0.003988144643769434
el,9272233,0.003985587819443047
manuscript,7382611,0.003985346186619202
mississippi,6960259,0.003982692698932722
shelter,5534853,0.00398038284120492
cousin,5571598,0.003980056594544924
human,9675590,0.003979496965533924
symbol,9663300,0.003978915080612853
maria,6950984,0.003977602437862381
jacob,5680058,0.003967997254692595
tomb,4529663,0.00396489953914544
saturday,6732017,0.003964635634335934
penalty,5465136,0.003963906402971757
flag,6433651,0.003963428712303983
display,7477866,0.003956322037837926
resurrection,3840973,0.003952377874729008
intervention,9920658,0.00394950056522101
tin,5907440,0.0039491957778237784
release,9680460,0.00394913277920269
gallery,6533431,0.003948932627748042
plenty,6379747,0.003943643859110776
partner,8905698,0.003943548049358619
register,7191273,0.00394134471392151
manufacturing,9821998,0.003938572391599574
guidance,8410296,0.0039366509016223435
ray,7393117,0.00393377611996334
kitchen,8706002,0.003933531367859757
justification,6032415,0.003933430426145997
track,8207095,0.003929077174563328
transaction,6566618,0.003921967294792456
attendance,5402950,0.003919615084135523
assets,11266639,0.003916462992752629
inheritance,5325492,0.0039160993123122005
mills,7465397,0.003916040259336547
devices,10251567,0.003915150813486019
sketch,5382940,0.00390769624605066
lawyer,7666706,0.0039068285777350345
card,9992322,0.0038931133683548945
sweden,6140702,0.0038918460898145404
columbia,9445960,0.0038918417752622984
score,8800605,0.0038904049104442305
peoples,10574160,0.0038887480965465004
dean,5871758,0.003877135249631495
pocket,6866642,0.0038766613456170016
submission,3874779,0.0038745635389287074
shakespeare,8741078,0.003871218227110018
absorption,9439744,0.003869176544787395
indignation,3144366,0.0038673573372564407
ridge,6433603,0.0038671400893474234
miller,8907299,0.003866739062014414
meal,7198671,0.003862723075586059
florence,5715172,0.003862203391879249
lion,5067184,0.0038611815949563992
persecution,3590304,0.003860312158295951
infant,6306193,0.003859653362997903
discretion,5243056,0.003856497155149601
cooperation,11341373,0.0038521174017171205
dublin,4491809,0.0038508170047069365
shot,5809450,0.0038489260470169736
prophets,3939596,0.0038419965778515677
eloquence,2688555,0.003836586544617613
storage,11802366,0.003836119265750727
boards,7333933,0.0038275815488991467
opera,7405144,0.0038241453128239895
heavens,3655364,0.003823999417013243
greatness,3677844,0.0038220819634743426
medical,9010047,0.0038203714628363824
adjustment,9778568,0.003818483053579714
sovereignty,5596684,0.00381785510705427
monument,4155543,0.0038156255360360476
inspiration,6030961,0.0038146243444596157
focus,10300255,0.003813654960349054
trip,10071154,0.003809291542979397
cavity,6070732,0.00379088939530689
fiction,8503176,0.0037893676924331703
reach,4485451,0.0037878052310566586
candidate,7924283,0.0037864921271599516
radiation,11242461,0.0037846448382086477
chemistry,7749055,0.0037820348741616602
marble,4141058,0.0037818605338690277
glance,5788953,0.0037812900730402428
refuge,4551029,0.0037789878938940986
economics,11658449,0.0037762057911778727
mining,9055230,0.0037682813719906185
magistrate,3706814,0.0037676492973700232
making,8535624,0.0037659909133139595
horror,4816681,0.0037637401094310122
facility,6099194,0.0037601420914501207
negro,7380907,0.0037594083361128503
finance,10000109,0.0037578090657332253
militia,3773945,0.003757589957300309
illinois,9099970,0.00375599677218118
marquis,2862518,0.0037549809376386657
jersey,7083778,0.003753044363915764
holiness,2315288,0.0037497067860800233
prize,5510884,0.003749567780490094
liability,9305496,0.003747648234662683
bulk,6577700,0.0037456868398637244
acquisition,7511934,0.0037404546163384497
pardon,2593424,0.0037401401704073678
painter,5538736,0.003739900743312526
cat,7886407,0.0037371195701889773
fancy,3368140,0.0037288574870202626
apprehension,3339769,0.003728754489024447
preface,5321494,0.003725566551999744
milton,5216818,0.0037248671001750026
usage,6163607,0.0037218953757937492
ed,8502793,0.0037127164327053143
injustice,3862181,0.003712159737282596
vienna,6141124,0.0037086239646722573
deity,3457185,0.0037084582875209745
seats,6029980,0.0037080897558362186
intent,6253962,0.003707878478055148
membership,10660502,0.0037074092197589567
resource,9059015,0.003706834305639445
traveller,2741696,0.003706344751267455
davis,8617248,0.0037062765311491313
tragedy,6556565,0.0037037028292938273
mean,7527052,0.0036978597411564036
smoke,5839599,0.0036950115595499513
prussia,3948520,0.00369270800893398
cure,4368017,0.003689681080570911
creator,4004362,0.0036794977181986237
landscape,7296263,0.0036730900551167067
portugal,4159015,0.003672382977802499
alteration,4005475,0.0036688150259985746
prudence,2541723,0.0036676651630280603
proclamation,4004974,0.0036635544487958636
jealousy,3327613,0.0036594097556696607
imitation,4404694,0.00365608348392777
urine,6214090,0.0036548659523993245
battery,5783539,0.003653748306006291
throat,6418705,0.0036497213884512385
drop,7461162,0.003649634878293064
sickness,4190336,0.003647457421871276
wage,10909601,0.003646956829647918
category,11097949,0.0036451939074254322
luther,4625358,0.0036424173580401104
red,8356547,0.003639120033862378
approval,9187458,0.0036286311981886315
orleans,5230442,0.0036271010996638438
riches,2822517,0.003626573905281684
mail,8437387,0.003623852677824576
cruelty,3270135,0.003620305160814143
presentation,9128708,0.0036200969135055583
moscow,9347594,0.003619667524061845
cord,6751138,0.003614941578795041
christmas,7586518,0.003609191463212743
male,7273838,0.003608979042105387
chemical,9337696,0.003599085732825499
caesar,4313206,0.0035956929520068017
allowance,5190386,0.003595063629069029
cook,6635721,0.0035943550275651616
travel,8936062,0.0035897180265972058
calculation,6894626,0.0035887122469956197
wool,5222912,0.0035857053474651597
screen,9641651,0.003584693674908
achievement,10023839,0.003584459666938011
demonstration,6363461,0.0035829074567074646
ex,5512751,0.003582016708789737
stroke,5632619,0.0035791369848375224
eternity,3216322,0.0035790944602762252
harbour,3274788,0.003575616041256312
pulse,6787735,0.0035725356205756342
treasurer,4259417,0.0035721378406455796
wells,6725059,0.0035721085207966402
simon,6669145,0.0035704991131852914
aristotle,6137764,0.0035670657086493947
scholar,5229986,0.0035663333901810885
spots,5342365,0.0035608569111115025
outline,6370649,0.003560743649611129
printing,7232297,0.0035556023507884353
colors,7816564,0.0035553587740671344
artery,6451000,0.0035535139916467646
cylinder,5974055,0.003553252932915793
cards,8223199,0.003552575113705302
brick,5839093,0.0035485945235879434
deficiency,6379015,0.003546746434824005
transmission,9440545,0.003544979106927735
douglas,6673972,0.0035447404443432595
thickness,6366902,0.0035425292602038086
wilderness,4616783,0.003540731420946676
tender,4045095,0.0035373155371302115
bow,4980628,0.0035349614434356806
export,9266402,0.003531863675122933
aunt,6318733,0.0035306187552311746
drink,6018886,0.0035304870362216296
consumer,10497700,0.0035303332937487845
threat,9839433,0.003530119945013397
assistant,7630938,0.00352917283230864
bottle,6541422,0.003529095943191393
suffering,5213607,0.0035272756444495105
reverence,3146209,0.003526713772548094
monday,5141946,0.0035217366423392904
treason,2854398,0.00350967193807215
monarchy,3994527,0.0035092958432282177
chains,5490816,0.0035082248080675347
transformation,9818343,0.0035080497051743174
rage,4036442,0.0035067596124040493
dutch,4489343,0.003506503459703254
knife,5924367,0.003505725688358308
jean,8415816,0.0035047529822008925
santa,7348230,0.0035005364620801023
treasure,4055796,0.0035005089531400632
grade,8907469,0.0034988880246189995
bacon,4772420,0.003487783899917728
identification,10715071,0.0034866661498120003
client,9978712,0.0034866398428191423
caution,4401739,0.003485480141790112
rear,4291438,0.0034843706310768584
divinity,2943903,0.003482972434400881
orange,5047568,0.003482394098329106
horizon,5582995,0.0034818389308317087
plato,5749951,0.003480430371711983
russell,7038363,0.0034782125058102514
dose,8138596,0.003476502885587772
promotion,7133289,0.0034689462403037787
approbation,1630901,0.0034683133452205767
setting,9033570,0.0034674859505354504
allen,7539534,0.0034669889097535623
shoes,6498240,0.003465684213075264
flood,5514847,0.003465605833945655
bark,4006362,0.003458658826973126
latitude,3358657,0.0034549539459620944
chinese,6660181,0.0034538386622586592
indifference,4218630,0.003453274334800995
moore,6565658,0.00345282124337836
morals,3612277,0.00344579470238594
oak,5035826,0.0034441669153380803
core,10084633,0.003443069905611323
import,6184557,0.0034407728453571653
loyalty,6232875,0.0034248839898725993
wrath,3001628,0.0034243938442967024
tyranny,3195802,0.0034233157682584474
norman,5817089,0.003422088205489925
retirement,6387978,0.003421838775966257
westminster,3478739,0.0034158380177011613
engineer,7386361,0.0034156001123874153
ordinance,4849098,0.0034131902301931714
analogy,4964570,0.0034080856584701
vengeance,2725638,0.003407258216692224
disposal,6152400,0.003407192762295783
string,7328564,0.003403168265211149
hut,3796646,0.00340175148887519
sail,3034904,0.0033992856003920405
jefferson,6314749,0.003397894562563632
georgia,6746561,0.0033973968514404377
salary,6465321,0.0033955875881368394
start,9059739,0.0033947310627812297
basin,6862366,0.003390309376343723
surgeon,4814561,0.0033896670537947138
preacher,3504783,0.003387798026112546
programme,10235066,0.0033861025081272076
exhibition,5456465,0.0033849519476520313
violation,5571389,0.0033818744686409993
bench,4679393,0.003380075139373044
feast,3979693,0.003378239942758759
khan,4469872,0.0033766516224708935
harm,5880371,0.0033728112463334344
venice,4504727,0.0033687460203483343
mathematics,7511282,0.0033667060301511703
item,9345621,0.0033665436342958754
turkey,6260697,0.0033640933226550497
observer,6098802,0.003363076896513356
width,6647087,0.0033614754361577007
slope,7523448,0.0033608731306880727
fury,3188739,0.0033589849750005037
virgin,4356627,0.0033563702254079467
campbell,5490963,0.00335565608553552
temptation,3771468,0.003354238547224473
heights,4777475,0.00335368339988594
accommodation,4543821,0.003351638634041292
luke,4364376,0.003351527666472884
tribute,4331990,0.0033513892025429062
deck,5392359,0.0033505021421919197
warfare,5482999,0.0033503816846372284
cf,9168021,0.0033479737888775056
superstition,2496707,0.003347972791657877
mirror,7078749,0.0033467562166879868
mrs,6153585,0.0033465990539891773
matthew,4834138,0.0033452758917100933
inscription,3763640,0.0033440548769377272
bear,5400673,0.003341751987945356
marshal,3841057,0.0033389315753468637
framework,10125249,0.003338190848455572
grammar,5704962,0.0033376302556048835
good,4394993,0.0033341644800070312
avenue,7864959,0.0033321773471458403
cromwell,2855896,0.0033301145657284687
tenant,3869488,0.0033254753754049854
diagram,8854005,0.0033243079062217247
prose,5861074,0.003323771352645238
defect,5264856,0.0033222398850447374
inn,4168357,0.0033220415767946454
genus,4294677,0.003320976856620204
continuance,2459413,0.0033202644160324666
grave,3569700,0.00331638604540399
supposition,2207998,0.003312804375334952
ownership,9204736,0.0033121184464881
oppression,3752848,0.0033110479270727603
folly,2647757,0.0033091994050848646
noon,4350794,0.003307856112596149
channels,7175529,0.0033076607149628346
pitt,2825185,0.0033071583949543927
valve,6984050,0.0033063796985616668
employee,10437562,0.003305303702750641
prey,3888271,0.0033038658497593185
topic,7099985,0.003302446843248836
validity,7624307,0.003301839543446008
emergency,8315667,0.0033005815956248224
trunk,5230401,0.00329951580788944
egg,6954920,0.0032980864374564096
charm,4797634,0.0032966864358635922
uncertainty,6083718,0.0032965445967069818
vigour,2143699,0.0032916530343948896
almighty,2127173,0.003291194195929413
trinity,3689995,0.0032908827499483788
howard,6602999,0.003290375979613757
chambers,5111363,0.0032896903386218173
sabbath,2753904,0.0032894549044576527
peasant,6675848,0.003286588265463499
repentance,2026125,0.0032826400703701896
regime,9818377,0.003281638376016383
epistle,2135895,0.003281491664345999
female,5710948,0.003279806673870758
certificate,5949836,0.003278629001017683
michigan,8376591,0.003277473113991126
cut,6421259,0.003275493929681835
termination,4313074,0.003262578566058724
indication,7157337,0.003260835615029398
lamp,5597366,0.0032602918072921496
senator,7019585,0.0032593007888717398
refusal,5044854,0.003258622451737642
murray,4813559,0.0032576319522052075
clark,7534804,0.003250312384656474
user,10388699,0.003248950438796705
pastor,4177290,0.003243101781069667
tenderness,3144221,0.0032425488121416656
convenience,4643893,0.0032384801493880707
tool,8734845,0.0032364929467036344
hostility,4958967,0.003234088643973736
stimulus,7522644,0.0032302578894381527
decay,5055380,0.003226312391099965
connecticut,5159594,0.0032259885186476304
vein,5622607,0.003225516792530041
mortality,6790020,0.0032236089927340987
da,6468063,0.003223548509720114
rose,6139016,0.003220717674926904
albert,6864599,0.0032205459699031934
dissolution,4120224,0.0032186885140665336
conjunction,4905149,0.0032153036119476827
assault,4752788,0.003211746267399089
poison,3974427,0.0032101947758276105
drive,9151657,0.0032092731306178103
lane,5413931,0.0032083579299045017
naples,3005796,0.0032052197695361315
constantinople,3238683,0.0032004826489569955
tour,5834998,0.003197759131501647
redemption,3389732,0.0031975824480081033
discrimination,8350945,0.0031974753112907
target,9852949,0.003193638346448637
stem,5635249,0.0031931779275663937
lecture,5549343,0.0031926439117097535
newton,4723404,0.003191048973246245
deposit,6207830,0.0031909369990843397
pace,5815135,0.003188906892848545
founder,4464752,0.0031871522026652604
luxury,3842574,0.0031870989746050054
domain,7864024,0.0031855843449679266
revenge,3377621,0.0031835936528248725
hay,4852975,0.003182048461955344
breach,4094134,0.0031798460846078477
