word,count,frequency
lake,22274238,0.014137749087304438
papers,26149812,0.014115651151389871
culture,38255538,0.014108203975964063
percent,45542714,0.014096674857586719
bed,22973306,0.014072189326946573
substance,18302408,0.014030675748222487
november,27668941,0.014024160144492866
choice,27548189,0.014009473148825476
credit,24246925,0.01399943117274389
assistance,20330834,0.013984030178540337
public,28233666,0.013968138151301868
wisdom,13581704,0.013955983745407501
examination,23568349,0.013854915676037215
centre,19897178,0.013797872265642165
peter,20643279,0.01376971623427433
connection,26664742,0.013676191969349806
attack,21583243,0.013604885159296014
youth,18948413,0.013585509037542891
italy,19087133,0.013543796778373226
p,31615918,0.013537104602527026
height,18128566,0.013491192815762916
resistance,25947004,0.013479585194758496
prayer,14022293,0.013468776644022719
favour,10258159,0.013464026102243704
temple,16393168,0.013437010510305136
girl,28033264,0.013429990617122113
demand,28578399,0.013406803746573957
conclusion,21925385,0.013403253827484848
agreement,31439674,0.013375350443287033
mountain,19016960,0.013353813308823228
judge,18818250,0.01335327645630909
supply,27326597,0.013350287713353774
smith,25379815,0.013335524151093002
error,21454043,0.013307404994399094
task,29018795,0.013293225287403728
communication,25379638,0.013280856167357857
formation,27498031,0.013216655858507335
employment,26360099,0.013175093113172134
china,30519352,0.013159730179673892
relationship,40426945,0.013155101358394646
post,22500282,0.013138307098645526
review,32407529,0.013088220602727576
scotland,11199254,0.013086232346177897
capacity,27952031,0.013074327970230847
birth,21490199,0.013046920098926964
reign,9891292,0.013029587084949357
fish,21995090,0.013028299310727484
want,8342924,0.013015716666330055
collection,25133689,0.013013873285629696
season,17134459,0.013006253526609632
rock,19766902,0.012993795493178986
gospel,9582184,0.012988955701530904
banks,20589572,0.012974103924586814
february,25435218,0.012967075020584012
v,27922864,0.012963391921543397
wealth,18177100,0.012944228152031763
david,23541034,0.01293793781842564
news,27200707,0.012926514989307662
professor,24769317,0.01291705898933986
record,28181927,0.012900489988827906
colonel,14663184,0.012839834988284348
great,17411928,0.012835035780399054
absence,22374377,0.012810748011341782
wind,18153385,0.01278223837968864
province,15280389,0.012765499125571716
belief,20589984,0.012671432602814784
taste,13053440,0.01266394116347851
exercise,17667413,0.01265966789130002
ability,29740327,0.012656450134882249
defence,13557396,0.01264421732118049
gas,28228601,0.012643449780648412
valley,20937916,0.012624312722373016
image,26228713,0.01262196528599524
foundation,19009001,0.01262061453468483
conversation,14947719,0.012584149127153048
station,21558683,0.012561786697533139
animal,17921490,0.012555707619168353
product,34150917,0.012530594143757439
provisions,20039442,0.012481143067674182
future,28701105,0.012473753262869442
reality,26891918,0.012466101526506925
introduction,24409694,0.01246142310258674
cross,20139297,0.012454726149017855
job,34464383,0.012418656558266686
economy,29794932,0.012410223439271065
establishment,17573575,0.012398953198389065
american,33469639,0.012389958480680962
behavior,38784031,0.01236359849493483
training,34768911,0.01232696214870106
la,23731514,0.012326170776986334
distinction,17415846,0.0123101781493433
scale,26124911,0.012287166692138404
vessel,13642508,0.01226399919674391
election,20393387,0.012225776064302024
mr,15144803,0.012168805853114199
safety,18374308,0.012153283993576784
commerce,16307238,0.012130363657465448
africa,26110329,0.012082359719281545
poet,17799341,0.012061974421240407
student,30064987,0.012056919221510844
hair,21940205,0.012029181373136261
center,35654303,0.012022485810776626
rise,21844959,0.012015380513737912
benefit,16877415,0.011997781502454568
exchange,27336704,0.011969852471141084
f,23685072,0.01192884305435729
top,21453126,0.011909359776318951
colour,12742429,0.011903112496486673
skin,22016622,0.01188900151945025
teacher,28279625,0.011868052737212148
proceedings,15965621,0.011867815681330348
spot,13964978,0.011843895503056518
sound,19124837,0.011829615746715764
sister,17480061,0.01181955226494784
turn,23137879,0.011791008742752426
journey,13957398,0.011772653189800785
castle,10723286,0.011768211247144956
camp,18218952,0.011767522993351702
joy,12974526,0.01174112879273232
deal,21746974,0.011739630476772473
today,36508681,0.011736158526480401
observation,16146748,0.011733590123622887
failure,28348664,0.011731475506553115
mankind,10072072,0.011731318112780498
relief,18488810,0.011683029875656297
set,28114745,0.011682604993264355
mark,19259050,0.011675967547881425
chance,22190626,0.011674770700181676
fields,23157897,0.011673834536785405
arts,17205412,0.011669972429623563
garden,18726735,0.011656413885302449
resolution,17341575,0.011629576471770748
christianity,12134559,0.011600754240872166
cell,31980161,0.011582914208708982
sentence,17173048,0.011569113523908403
composition,20068792,0.011563979711075333
poetry,19597684,0.011555095786810285
intelligence,17719365,0.011534168643720753
steps,21374449,0.011499393460739646
rates,31284997,0.011450332323684725
response,35500890,0.01142752724199432
waters,14696371,0.011389024325569942
doctor,19770756,0.011387057890770175
unit,33427381,0.011295515596469831
branch,17082854,0.011257290282760946
worship,10692454,0.01124468075910309
fall,18534573,0.01124457577104773
contract,23791970,0.011221086800826794
costs,30731535,0.011167731106975089
contact,25595500,0.01115299390208371
execution,10954492,0.011150033868646514
play,23753145,0.01114585487481133
hospital,24558775,0.011128047438170066
staff,29531261,0.011061147771043462
share,18552474,0.011048994816064996
destruction,13706286,0.011046750086890728
ministry,16767425,0.01104530598639044
payment,17897874,0.011043319602325434
trouble,18716099,0.01104194954811444
conference,25959764,0.01101873161760079
shape,20271998,0.01100829179356955
tendency,17846573,0.011002409566739476
improvement,16470303,0.010995790965400822
satisfaction,13590716,0.010993773583488015
politics,26443280,0.010989283858413105
fort,14178988,0.010987177465998635
project,28227777,0.010981333363488296
punishment,11591266,0.010976073086103096
individual,21798404,0.010973438408393167
genius,10445221,0.010941174196482831
territory,17918743,0.010939043237771087
royal,15351037,0.010919971778137466
silver,14495222,0.010886293827535747
comparison,21186340,0.01088622741470739
help,24064541,0.01085972510636
instruction,16595053,0.010855192541765908
address,17682091,0.010852449166165908
seat,13571278,0.010848501688070198
quarter,13536406,0.010844897882447942
louis,17493914,0.010838219986382961
fortune,10285404,0.0108275837850194
n,26231623,0.010826168580877543
arm,17620774,0.010824506482752178
claim,18119418,0.010777616810782098
fruit,14973536,0.010756081775395342
co,25019606,0.01072109648216216
instrument,16037947,0.01071869487504571
expense,13703553,0.010691628803215085
rank,11110883,0.010688947470092369
advice,15508051,0.01066935122140189
sale,18356922,0.010665174414467411
intention,12989497,0.010655960529227938
evil,10633832,0.010611793167196694
factor,31574740,0.010597864107550797
hearts,9606903,0.010572451428010346
institution,17293373,0.010570264897568363
bay,15444290,0.010543835012304447
settlement,17572839,0.010542251851390076
leaders,25261981,0.010541802882611863
violence,15733444,0.010539774214937165
russia,19906496,0.010523208159866604
past,23654883,0.01048106559493301
police,25803413,0.010439306487459613
victory,13860974,0.010436029506773144
wine,12985604,0.010435505005932736
stream,15003153,0.010423903547058286
bottom,15646385,0.010409279500382557
independence,18691445,0.010389035466948728
visit,14835938,0.010345666369829157
plate,18073107,0.010330884102376222
spirits,10251372,0.01032974571238189
trust,17686738,0.010323330317388212
floor,22661916,0.010323186757701502
affection,8761430,0.010285159256508107
agent,19030979,0.010274320052339126
color,24457769,0.010268553788998411
arrival,11509575,0.010264272875504077
joseph,17888699,0.010261799672191735
impression,14478918,0.010249124856771298
circle,15790137,0.010223017568724862
throne,8448671,0.01021500164329555
lot,23135493,0.010210558187537874
salt,16593905,0.010187854000872916
boston,18551235,0.010182063770490761
christian,13230834,0.010181125759683282
servant,9800387,0.010177212011816088
mercy,7703393,0.010176754926441137
boat,14557982,0.010170219428540433
path,19020419,0.010148697268155921
republic,18760095,0.010140129341413884
circumstance,6074244,0.010137703106754018
box,23422279,0.01013024773185428
convention,18464424,0.010125711198785225
brain,19645244,0.01011239592705136
corporation,23409445,0.010069019222673345
details,20837338,0.010030481417410942
shore,10590049,0.010030171122996145
pattern,28706590,0.010018913525739954
element,23093007,0.009993135471062894
crime,15564299,0.009983000033359904
authorities,19050246,0.009963541651630785
arrangement,15577694,0.009932312813846144
flow,27475789,0.0099181073850001
testimony,10178335,0.009908790967430277
egypt,12794644,0.009904708646118018
conscience,9491586,0.009895830368505516
bridge,14836695,0.009882835425320338
creation,17446817,0.009877662920078202
machine,22714416,0.009871378408992541
back,18261941,0.009857473404313295
balance,22962355,0.00985466185159976
window,19384638,0.009832184693385303
forest,18593275,0.00981213915488579
imagination,13061661,0.009808468210181071
l,21014014,0.009804146180242333
tradition,21816046,0.009799380912673175
standard,19348090,0.009789825859680447
iv,15375516,0.009779855327973482
tone,15265558,0.00977791037773504
reaction,27196541,0.009768906524021782
elizabeth,12793711,0.009738389018408247
explanation,18258046,0.00970671069091628
pride,11019597,0.009683445640589754
bar,16933682,0.00967993139863863
disposition,7985716,0.009674259012455284
mission,17803054,0.0096727202685359
port,13697079,0.009642683612126854
alexander,13141494,0.009631490776833458
custom,10767378,0.009613190316936067
scheme,17272474,0.00961023500932206
fate,11447307,0.009599749088444002
passion,10857602,0.009595899335273047
bible,12871070,0.009584006002570472
canada,21149569,0.009582868832633075
copy,14839384,0.009564778542992787
debt,14887312,0.009541180460402216
fleet,10086492,0.009536295660373938
grounds,14055923,0.009532489609984332
consciousness,18870153,0.00950527881797087
farm,21070606,0.009501857549916455
writings,11703753,0.009495508373579818
palace,11292425,0.00948721745552563
discovery,13541921,0.009478459067745418
conflict,22591461,0.009451445414496346
chamber,13823622,0.009445308686536065
commons,7763249,0.00944497017086895
weather,13578963,0.00940756226346359
occasions,10257875,0.00940302399893755
oxford,16671058,0.009402880079756338
possibility,21415140,0.009365515951537968
procedure,26458419,0.009342478583170005
responsibility,23396812,0.009340610146253986
experiment,17573521,0.009318065913571339
sex,22100184,0.009299154502545983
sake,11218780,0.009287753321383737
flesh,9847074,0.009274568822673086
promise,11036469,0.00927397010421701
self,20757633,0.009273310268303681
struggle,19103457,0.009258659551385887
skill,13251864,0.009250831146402698
game,19788799,0.00923609756082952
manners,6819733,0.009195491095249928
dignity,8676971,0.009168951242482903
virginia,16654362,0.009162958015389454
clergy,7172434,0.009156472791272364
provision,16290095,0.009135393976631254
generation,18788888,0.00911201733956067
courage,10444102,0.009110618150523102
h,20767768,0.009104615554930685
bread,11321431,0.009099937740841356
van,20347621,0.009088191803904772
israel,15927507,0.009077422816360679
colony,11535556,0.009073023835900133
california,24942326,0.009062576230779409
status,28212491,0.009037071933381016
site,22030139,0.00903567021645224
residence,10171657,0.009029644118388752
interpretation,20756088,0.009026361406729808
salvation,7803402,0.009020306168235327
expedition,9606564,0.009011847152395544
determination,17186574,0.00901142661847866
priest,10965843,0.00899875053151995
car,23491859,0.008997674146980942
exception,14203846,0.008994357234870427
profession,10626116,0.0089861426520876
johnson,16405312,0.008974513674343607
r,22590922,0.00897196327646394
attitude,23090402,0.008969099448724396
milk,17546494,0.008910860780538557
contrast,20867428,0.008906235931260373
revenue,13934168,0.008901492657560487
concern,19673679,0.008900019557869485
learning,14528865,0.008850120222782618
cloth,11167989,0.008818736605053338
japan,24889807,0.008812621933522271
angle,15952230,0.008811279080678563
steel,20594330,0.008807954712091262
silence,12790506,0.008793818204833687
grant,13996000,0.00878848214339367
code,21838135,0.00876836181146058
philip,10631382,0.008765576287790254
equipment,26262652,0.008757312534604529
dinner,13621846,0.008749245224292788
coal,16107575,0.00874512722753824
sign,16806589,0.008712576970874582
declaration,10647565,0.008707948909959138
count,10741942,0.008670723697388711
judges,10150706,0.008666508738309889
combination,17602551,0.008665459866698012
publication,16248486,0.008662957883452603
leader,19299158,0.008661063470695049
habit,10726481,0.008658873924239379
depth,14852254,0.008645855692768269
