,category,word,year
2101,sanctity+,clean,1810
2102,sanctity+,clean,1820
2103,sanctity+,clean,1830
2104,sanctity+,clean,1840
2105,sanctity+,clean,1850
2106,sanctity+,clean,1860
2107,sanctity+,clean,1870
2108,sanctity+,clean,1880
2109,sanctity+,clean,1890
2110,sanctity+,clean,1900
2111,sanctity+,clean,1910
2112,sanctity+,clean,1920
2113,sanctity+,clean,1930
2114,sanctity+,clean,1940
2115,sanctity+,clean,1950
2116,sanctity+,clean,1960
2117,sanctity+,clean,1970
2118,sanctity+,clean,1980
2119,sanctity+,clean,1990
2120,sanctity+,sacred,1800
2121,sanctity+,sacred,1810
2122,sanctity+,sacred,1820
2123,sanctity+,sacred,1830
2124,sanctity+,sacred,1840
2125,sanctity+,sacred,1850
2126,sanctity+,sacred,1860
2127,sanctity+,sacred,1870
2128,sanctity+,sacred,1880
2129,sanctity+,sacred,1890
2130,sanctity+,sacred,1900
2131,sanctity+,sacred,1910
2132,sanctity+,sacred,1920
2133,sanctity+,sacred,1930
2134,sanctity+,sacred,1940
2135,sanctity+,sacred,1950
2136,sanctity+,sacred,1960
2137,sanctity+,sacred,1970
2138,sanctity+,sacred,1980
2139,sanctity+,sacred,1990
2140,sanctity+,chaste,1800
2141,sanctity+,chaste,1810
2142,sanctity+,chaste,1820
2143,sanctity+,chaste,1830
2144,sanctity+,chaste,1840
2145,sanctity+,chaste,1850
2146,sanctity+,chaste,1860
2147,sanctity+,chaste,1870
2148,sanctity+,chaste,1880
2149,sanctity+,chaste,1890
2150,sanctity+,chaste,1900
2151,sanctity+,chaste,1910
2152,sanctity+,chaste,1920
2153,sanctity+,chaste,1930
2154,sanctity+,chaste,1940
2155,sanctity+,chaste,1950
2156,sanctity+,chaste,1960
2157,sanctity+,chaste,1970
2158,sanctity+,chaste,1980
2159,sanctity+,chaste,1990
2160,sanctity+,chastity,1800
2161,sanctity+,chastity,1810
2162,sanctity+,chastity,1820
2163,sanctity+,chastity,1830
2164,sanctity+,chastity,1840
2165,sanctity+,chastity,1850
2166,sanctity+,chastity,1860
2167,sanctity+,chastity,1870
2168,sanctity+,chastity,1880
2169,sanctity+,chastity,1890
2170,sanctity+,chastity,1900
2171,sanctity+,chastity,1910
2172,sanctity+,chastity,1920
2173,sanctity+,chastity,1930
2174,sanctity+,chastity,1940
2175,sanctity+,chastity,1950
2176,sanctity+,chastity,1960
2177,sanctity+,chastity,1970
2178,sanctity+,chastity,1980
2179,sanctity+,chastity,1990
2180,sanctity+,holy,1800
2181,sanctity+,holy,1810
2182,sanctity+,holy,1820
2183,sanctity+,holy,1830
2184,sanctity+,holy,1840
2185,sanctity+,holy,1850
2186,sanctity+,holy,1860
2187,sanctity+,holy,1870
2188,sanctity+,holy,1880
2189,sanctity+,holy,1890
2190,sanctity+,holy,1900
2191,sanctity+,holy,1910
2192,sanctity+,holy,1920
2193,sanctity+,holy,1930
2194,sanctity+,holy,1940
2195,sanctity+,holy,1950
2196,sanctity+,holy,1960
2197,sanctity+,holy,1970
2198,sanctity+,holy,1980
2199,sanctity+,holy,1990
2200,sanctity+,holiness,1800
2201,sanctity+,holiness,1810
2202,sanctity+,holiness,1820
2203,sanctity+,holiness,1830
2204,sanctity+,holiness,1840
2205,sanctity+,holiness,1850
2206,sanctity+,holiness,1860
2207,sanctity+,holiness,1870
2208,sanctity+,holiness,1880
2209,sanctity+,holiness,1890
2210,sanctity+,holiness,1900
2211,sanctity+,holiness,1910
2212,sanctity+,holiness,1920
2213,sanctity+,holiness,1930
2214,sanctity+,holiness,1940
2215,sanctity+,holiness,1950
2216,sanctity+,holiness,1960
2217,sanctity+,holiness,1970
2218,sanctity+,holiness,1980
2219,sanctity+,holiness,1990
2220,sanctity+,sanctify,1800
2221,sanctity+,sanctify,1810
2222,sanctity+,sanctify,1820
2223,sanctity+,sanctify,1830
2224,sanctity+,sanctify,1840
2225,sanctity+,sanctify,1850
2226,sanctity+,sanctify,1860
2227,sanctity+,sanctify,1870
2228,sanctity+,sanctify,1880
2229,sanctity+,sanctify,1890
2230,sanctity+,sanctify,1900
2231,sanctity+,sanctify,1910
2232,sanctity+,sanctify,1920
2233,sanctity+,sanctify,1930
2234,sanctity+,sanctify,1940
2235,sanctity+,sanctify,1950
2236,sanctity+,sanctify,1960
2237,sanctity+,sanctify,1970
2238,sanctity+,sanctify,1980
2239,sanctity+,sanctify,1990
2240,sanctity+,saint,1800
2241,sanctity+,saint,1810
2242,sanctity+,saint,1820
2243,sanctity+,saint,1830
2244,sanctity+,saint,1840
2245,sanctity+,saint,1850
2246,sanctity+,saint,1860
2247,sanctity+,saint,1870
2248,sanctity+,saint,1880
2249,sanctity+,saint,1890
2250,sanctity+,saint,1900
2251,sanctity+,saint,1910
2252,sanctity+,saint,1920
2253,sanctity+,saint,1930
2254,sanctity+,saint,1940
2255,sanctity+,saint,1950
2256,sanctity+,saint,1960
2257,sanctity+,saint,1970
2258,sanctity+,saint,1980
2259,sanctity+,saint,1990
2260,sanctity+,wholesome,1800
2261,sanctity+,wholesome,1810
2262,sanctity+,wholesome,1820
2263,sanctity+,wholesome,1830
2264,sanctity+,wholesome,1840
2265,sanctity+,wholesome,1850
2266,sanctity+,wholesome,1860
2267,sanctity+,wholesome,1870
2268,sanctity+,wholesome,1880
2269,sanctity+,wholesome,1890
2270,sanctity+,wholesome,1900
2271,sanctity+,wholesome,1910
2272,sanctity+,wholesome,1920
2273,sanctity+,wholesome,1930
2274,sanctity+,wholesome,1940
2275,sanctity+,wholesome,1950
2276,sanctity+,wholesome,1960
2277,sanctity+,wholesome,1970
2278,sanctity+,wholesome,1980
2279,sanctity+,wholesome,1990
2280,sanctity+,celibacy,1800
2281,sanctity+,celibacy,1810
2282,sanctity+,celibacy,1820
2283,sanctity+,celibacy,1830
2284,sanctity+,celibacy,1840
2285,sanctity+,celibacy,1850
2286,sanctity+,celibacy,1860
2287,sanctity+,celibacy,1870
2288,sanctity+,celibacy,1880
2289,sanctity+,celibacy,1890
2290,sanctity+,celibacy,1900
2291,sanctity+,celibacy,1910
2292,sanctity+,celibacy,1920
2293,sanctity+,celibacy,1930
2294,sanctity+,celibacy,1940
2295,sanctity+,celibacy,1950
2296,sanctity+,celibacy,1960
2297,sanctity+,celibacy,1970
2298,sanctity+,celibacy,1980
2299,sanctity+,celibacy,1990
2300,sanctity+,virgin,1800
2301,sanctity+,virgin,1810
2302,sanctity+,virgin,1820
2303,sanctity+,virgin,1830
2304,sanctity+,virgin,1840
2305,sanctity+,virgin,1850
2306,sanctity+,virgin,1860
2307,sanctity+,virgin,1870
2308,sanctity+,virgin,1880
2309,sanctity+,virgin,1890
2310,sanctity+,virgin,1900
2311,sanctity+,virgin,1910
2312,sanctity+,virgin,1920
2313,sanctity+,virgin,1930
2314,sanctity+,virgin,1940
2315,sanctity+,virgin,1950
2316,sanctity+,virgin,1960
2317,sanctity+,virgin,1970
2318,sanctity+,virgin,1980
2319,sanctity+,virgin,1990
2320,sanctity+,virgins,1800
2321,sanctity+,virgins,1810
2322,sanctity+,virgins,1820
2323,sanctity+,virgins,1830
2324,sanctity+,virgins,1840
2325,sanctity+,virgins,1850
2326,sanctity+,virgins,1860
2327,sanctity+,virgins,1870
2328,sanctity+,virgins,1880
2329,sanctity+,virgins,1890
2330,sanctity+,virgins,1900
2331,sanctity+,virgins,1910
2332,sanctity+,virgins,1920
2333,sanctity+,virgins,1930
2334,sanctity+,virgins,1940
2335,sanctity+,virgins,1950
2336,sanctity+,virgins,1960
2337,sanctity+,virgins,1970
2338,sanctity+,virgins,1980
2339,sanctity+,virgins,1990
2340,sanctity+,austerity,1800
2341,sanctity+,austerity,1810
2342,sanctity+,austerity,1820
2343,sanctity+,austerity,1830
2344,sanctity+,austerity,1840
2345,sanctity+,austerity,1850
2346,sanctity+,austerity,1860
2347,sanctity+,austerity,1870
2348,sanctity+,austerity,1880
2349,sanctity+,austerity,1890
2350,sanctity+,austerity,1900
2351,sanctity+,austerity,1910
2352,sanctity+,austerity,1920
2353,sanctity+,austerity,1930
2354,sanctity+,austerity,1940
2355,sanctity+,austerity,1950
2356,sanctity+,austerity,1960
2357,sanctity+,austerity,1970
2358,sanctity+,austerity,1980
2359,sanctity+,austerity,1990
2360,sanctity+,integrity,1800
2361,sanctity+,integrity,1810
2362,sanctity+,integrity,1820
2363,sanctity+,integrity,1830
2364,sanctity+,integrity,1840
2365,sanctity+,integrity,1850
2366,sanctity+,integrity,1860
2367,sanctity+,integrity,1870
2368,sanctity+,integrity,1880
2369,sanctity+,integrity,1890
2370,sanctity+,integrity,1900
2371,sanctity+,integrity,1910
2372,sanctity+,integrity,1920
2373,sanctity+,integrity,1930
2374,sanctity+,integrity,1940
2375,sanctity+,integrity,1950
2376,sanctity+,integrity,1960
2377,sanctity+,integrity,1970
2378,sanctity+,integrity,1980
2379,sanctity+,integrity,1990
2380,sanctity+,modesty,1800
2381,sanctity+,modesty,1810
2382,sanctity+,modesty,1820
2383,sanctity+,modesty,1830
2384,sanctity+,modesty,1840
2385,sanctity+,modesty,1850
2386,sanctity+,modesty,1860
2387,sanctity+,modesty,1870
2388,sanctity+,modesty,1880
2389,sanctity+,modesty,1890
2390,sanctity+,modesty,1900
2391,sanctity+,modesty,1910
2392,sanctity+,modesty,1920
2393,sanctity+,modesty,1930
2394,sanctity+,modesty,1940
2395,sanctity+,modesty,1950
2396,sanctity+,modesty,1960
2397,sanctity+,modesty,1970
2398,sanctity+,modesty,1980
2399,sanctity+,modesty,1990
2400,sanctity+,abstinence,1800
2401,sanctity+,abstinence,1810
2402,sanctity+,abstinence,1820
2403,sanctity+,abstinence,1830
2404,sanctity+,abstinence,1840
2405,sanctity+,abstinence,1850
2406,sanctity+,abstinence,1860
2407,sanctity+,abstinence,1870
2408,sanctity+,abstinence,1880
2409,sanctity+,abstinence,1890
2410,sanctity+,abstinence,1900
2411,sanctity+,abstinence,1910
2412,sanctity+,abstinence,1920
2413,sanctity+,abstinence,1930
2414,sanctity+,abstinence,1940
2415,sanctity+,abstinence,1950
2416,sanctity+,abstinence,1960
2417,sanctity+,abstinence,1970
2418,sanctity+,abstinence,1980
2419,sanctity+,abstinence,1990
2420,sanctity+,abstain,1800
2421,sanctity+,abstain,1810
2422,sanctity+,abstain,1820
2423,sanctity+,abstain,1830
2424,sanctity+,abstain,1840
2425,sanctity+,abstain,1850
2426,sanctity+,abstain,1860
2427,sanctity+,abstain,1870
2428,sanctity+,abstain,1880
2429,sanctity+,abstain,1890
2430,sanctity+,abstain,1900
2431,sanctity+,abstain,1910
2432,sanctity+,abstain,1920
2433,sanctity+,abstain,1930
2434,sanctity+,abstain,1940
2435,sanctity+,abstain,1950
2436,sanctity+,abstain,1960
2437,sanctity+,abstain,1970
2438,sanctity+,abstain,1980
2439,sanctity+,abstain,1990
2440,sanctity+,upright,1800
2441,sanctity+,upright,1810
2442,sanctity+,upright,1820
2443,sanctity+,upright,1830
2444,sanctity+,upright,1840
2445,sanctity+,upright,1850
2446,sanctity+,upright,1860
2447,sanctity+,upright,1870
2448,sanctity+,upright,1880
2449,sanctity+,upright,1890
2450,sanctity+,upright,1900
2451,sanctity+,upright,1910
2452,sanctity+,upright,1920
2453,sanctity+,upright,1930
2454,sanctity+,upright,1940
2455,sanctity+,upright,1950
2456,sanctity+,upright,1960
2457,sanctity+,upright,1970
2458,sanctity+,upright,1980
2459,sanctity+,upright,1990
2460,sanctity+,maiden,1800
2461,sanctity+,maiden,1810
2462,sanctity+,maiden,1820
2463,sanctity+,maiden,1830
2464,sanctity+,maiden,1840
2465,sanctity+,maiden,1850
2466,sanctity+,maiden,1860
2467,sanctity+,maiden,1870
2468,sanctity+,maiden,1880
2469,sanctity+,maiden,1890
2470,sanctity+,maiden,1900
2471,sanctity+,maiden,1910
2472,sanctity+,maiden,1920
2473,sanctity+,maiden,1930
2474,sanctity+,maiden,1940
2475,sanctity+,maiden,1950
2476,sanctity+,maiden,1960
2477,sanctity+,maiden,1970
2478,sanctity+,maiden,1980
2479,sanctity+,maiden,1990
2480,sanctity+,virtuous,1800
2481,sanctity+,virtuous,1810
2482,sanctity+,virtuous,1820
2483,sanctity+,virtuous,1830
2484,sanctity+,virtuous,1840
2485,sanctity+,virtuous,1850
2486,sanctity+,virtuous,1860
2487,sanctity+,virtuous,1870
2488,sanctity+,virtuous,1880
2489,sanctity+,virtuous,1890
2490,sanctity+,virtuous,1900
2491,sanctity+,virtuous,1910
2492,sanctity+,virtuous,1920
2493,sanctity+,virtuous,1930
2494,sanctity+,virtuous,1940
2495,sanctity+,virtuous,1950
2496,sanctity+,virtuous,1960
2497,sanctity+,virtuous,1970
2498,sanctity+,virtuous,1980
2499,sanctity+,virtuous,1990
2500,sanctity+,refined,1800
2501,sanctity+,refined,1810
2502,sanctity+,refined,1820
2503,sanctity+,refined,1830
2504,sanctity+,refined,1840
2505,sanctity+,refined,1850
2506,sanctity+,refined,1860
2507,sanctity+,refined,1870
2508,sanctity+,refined,1880
2509,sanctity+,refined,1890
2510,sanctity+,refined,1900
2511,sanctity+,refined,1910
2512,sanctity+,refined,1920
2513,sanctity+,refined,1930
2514,sanctity+,refined,1940
2515,sanctity+,refined,1950
2516,sanctity+,refined,1960
2517,sanctity+,refined,1970
2518,sanctity+,refined,1980
2519,sanctity+,refined,1990
2520,sanctity+,decent,1800
2521,sanctity+,decent,1810
2522,sanctity+,decent,1820
2523,sanctity+,decent,1830
2524,sanctity+,decent,1840
2525,sanctity+,decent,1850
2526,sanctity+,decent,1860
2527,sanctity+,decent,1870
2528,sanctity+,decent,1880
2529,sanctity+,decent,1890
2530,sanctity+,decent,1900
2531,sanctity+,decent,1910
2532,sanctity+,decent,1920
2533,sanctity+,decent,1930
2534,sanctity+,decent,1940
2535,sanctity+,decent,1950
2536,sanctity+,decent,1960
2537,sanctity+,decent,1970
2538,sanctity+,decent,1980
2539,sanctity+,decent,1990
2540,sanctity+,decency,1800
2541,sanctity+,decency,1810
2542,sanctity+,decency,1820
2543,sanctity+,decency,1830
2544,sanctity+,decency,1840
2545,sanctity+,decency,1850
2546,sanctity+,decency,1860
2547,sanctity+,decency,1870
2548,sanctity+,decency,1880
2549,sanctity+,decency,1890
2550,sanctity+,decency,1900
2551,sanctity+,decency,1910
2552,sanctity+,decency,1920
2553,sanctity+,decency,1930
2554,sanctity+,decency,1940
2555,sanctity+,decency,1950
2556,sanctity+,decency,1960
2557,sanctity+,decency,1970
2558,sanctity+,decency,1980
2559,sanctity+,decency,1990
2560,sanctity+,innocent,1800
2561,sanctity+,innocent,1810
2562,sanctity+,innocent,1820
2563,sanctity+,innocent,1830
2564,sanctity+,innocent,1840
2565,sanctity+,innocent,1850
2566,sanctity+,innocent,1860
2567,sanctity+,innocent,1870
2568,sanctity+,innocent,1880
2569,sanctity+,innocent,1890
2570,sanctity+,innocent,1900
2571,sanctity+,innocent,1910
2572,sanctity+,innocent,1920
2573,sanctity+,innocent,1930
2574,sanctity+,innocent,1940
2575,sanctity+,innocent,1950
2576,sanctity+,innocent,1960
2577,sanctity+,innocent,1970
2578,sanctity+,innocent,1980
2579,sanctity+,innocent,1990
2580,sanctity+,church,1800
2581,sanctity+,church,1810
2582,sanctity+,church,1820
2583,sanctity+,church,1830
2584,sanctity+,church,1840
2585,sanctity+,church,1850
2586,sanctity+,church,1860
2587,sanctity+,church,1870
2588,sanctity+,church,1880
2589,sanctity+,church,1890
2590,sanctity+,church,1900
2591,sanctity+,church,1910
2592,sanctity+,church,1920
2593,sanctity+,church,1930
2594,sanctity+,church,1940
2595,sanctity+,church,1950
2596,sanctity+,church,1960
2597,sanctity+,church,1970
2598,sanctity+,church,1980
2599,sanctity+,church,1990
2600,care-,harm,1800
2601,care-,harm,1810
2602,care-,harm,1820
2603,care-,harm,1830
2604,care-,harm,1840
2605,care-,harm,1850
2606,care-,harm,1860
2607,care-,harm,1870
2608,care-,harm,1880
2609,care-,harm,1890
2610,care-,harm,1900
2611,care-,harm,1910
2612,care-,harm,1920
2613,care-,harm,1930
2614,care-,harm,1940
2615,care-,harm,1950
2616,care-,harm,1960
2617,care-,harm,1970
2618,care-,harm,1980
2619,care-,harm,1990
2620,care-,injure,1800
2621,care-,injure,1810
2622,care-,injure,1820
2623,care-,injure,1830
2624,care-,injure,1840
2625,care-,injure,1850
2626,care-,injure,1860
2627,care-,injure,1870
2628,care-,injure,1880
2629,care-,injure,1890
2630,care-,injure,1900
2631,care-,injure,1910
2632,care-,injure,1920
2633,care-,injure,1930
2634,care-,injure,1940
2635,care-,injure,1950
2636,care-,injure,1960
2637,care-,injure,1970
2638,care-,injure,1980
2639,care-,injure,1990
2640,care-,injurious,1800
2641,care-,injurious,1810
2642,care-,injurious,1820
2643,care-,injurious,1830
2644,care-,injurious,1840
2645,care-,injurious,1850
2646,care-,injurious,1860
2647,care-,injurious,1870
2648,care-,injurious,1880
2649,care-,injurious,1890
2650,care-,injurious,1900
2651,care-,injurious,1910
2652,care-,injurious,1920
2653,care-,injurious,1930
2654,care-,injurious,1940
2655,care-,injurious,1950
2656,care-,injurious,1960
2657,care-,injurious,1970
2658,care-,injurious,1980
2659,care-,injurious,1990
2660,care-,suffer,1800
2661,care-,suffer,1810
2662,care-,suffer,1820
2663,care-,suffer,1830
2664,care-,suffer,1840
2665,care-,suffer,1850
2666,care-,suffer,1860
2667,care-,suffer,1870
2668,care-,suffer,1880
2669,care-,suffer,1890
2670,care-,suffer,1900
2671,care-,suffer,1910
2672,care-,suffer,1920
2673,care-,suffer,1930
2674,care-,suffer,1940
2675,care-,suffer,1950
2676,care-,suffer,1960
2677,care-,suffer,1970
2678,care-,suffer,1980
2679,care-,suffer,1990
2680,care-,war,1800
2681,care-,war,1810
2682,care-,war,1820
2683,care-,war,1830
2684,care-,war,1840
2685,care-,war,1850
2686,care-,war,1860
2687,care-,war,1870
2688,care-,war,1880
2689,care-,war,1890
2690,care-,war,1900
2691,care-,war,1910
2692,care-,war,1920
2693,care-,war,1930
2694,care-,war,1940
2695,care-,war,1950
2696,care-,war,1960
2697,care-,war,1970
2698,care-,war,1980
2699,care-,war,1990
2700,care-,wars,1800
2701,care-,wars,1810
2702,care-,wars,1820
2703,care-,wars,1830
2704,care-,wars,1840
2705,care-,wars,1850
2706,care-,wars,1860
2707,care-,wars,1870
2708,care-,wars,1880
2709,care-,wars,1890
2710,care-,wars,1900
2711,care-,wars,1910
2712,care-,wars,1920
2713,care-,wars,1930
2714,care-,wars,1940
2715,care-,wars,1950
2716,care-,wars,1960
2717,care-,wars,1970
2718,care-,wars,1980
2719,care-,wars,1990
2720,care-,warlike,1800
2721,care-,warlike,1810
2722,care-,warlike,1820
2723,care-,warlike,1830
2724,care-,warlike,1840
2725,care-,warlike,1850
2726,care-,warlike,1860
2727,care-,warlike,1870
2728,care-,warlike,1880
2729,care-,warlike,1890
2730,care-,warlike,1900
2731,care-,warlike,1910
2732,care-,warlike,1920
2733,care-,warlike,1930
2734,care-,warlike,1940
2735,care-,warlike,1950
2736,care-,warlike,1960
2737,care-,warlike,1970
2738,care-,warlike,1980
2739,care-,warlike,1990
2740,care-,fight,1800
2741,care-,fight,1810
2742,care-,fight,1820
2743,care-,fight,1830
2744,care-,fight,1840
2745,care-,fight,1850
2746,care-,fight,1860
2747,care-,fight,1870
2748,care-,fight,1880
2749,care-,fight,1890
2750,care-,fight,1900
2751,care-,fight,1910
2752,care-,fight,1920
2753,care-,fight,1930
2754,care-,fight,1940
2755,care-,fight,1950
2756,care-,fight,1960
2757,care-,fight,1970
2758,care-,fight,1980
2759,care-,fight,1990
2760,care-,battle,1800
2761,care-,battle,1810
2762,care-,battle,1820
2763,care-,battle,1830
2764,care-,battle,1840
2765,care-,battle,1850
2766,care-,battle,1860
2767,care-,battle,1870
2768,care-,battle,1880
2769,care-,battle,1890
2770,care-,battle,1900
2771,care-,battle,1910
2772,care-,battle,1920
2773,care-,battle,1930
2774,care-,battle,1940
2775,care-,battle,1950
2776,care-,battle,1960
2777,care-,battle,1970
2778,care-,battle,1980
2779,care-,battle,1990
2780,care-,violence,1800
2781,care-,violence,1810
2782,care-,violence,1820
2783,care-,violence,1830
2784,care-,violence,1840
2785,care-,violence,1850
2786,care-,violence,1860
2787,care-,violence,1870
2788,care-,violence,1880
2789,care-,violence,1890
2790,care-,violence,1900
2791,care-,violence,1910
2792,care-,violence,1920
2793,care-,violence,1930
2794,care-,violence,1940
2795,care-,violence,1950
2796,care-,violence,1960
2797,care-,violence,1970
2798,care-,violence,1980
2799,care-,violence,1990
2800,care-,violent,1800
2801,care-,violent,1810
2802,care-,violent,1820
2803,care-,violent,1830
2804,care-,violent,1840
2805,care-,violent,1850
2806,care-,violent,1860
2807,care-,violent,1870
2808,care-,violent,1880
2809,care-,violent,1890
2810,care-,violent,1900
2811,care-,violent,1910
2812,care-,violent,1920
2813,care-,violent,1930
2814,care-,violent,1940
2815,care-,violent,1950
2816,care-,violent,1960
2817,care-,violent,1970
2818,care-,violent,1980
2819,care-,violent,1990
2820,care-,hurt,1800
2821,care-,hurt,1810
2822,care-,hurt,1820
2823,care-,hurt,1830
2824,care-,hurt,1840
2825,care-,hurt,1850
2826,care-,hurt,1860
2827,care-,hurt,1870
2828,care-,hurt,1880
2829,care-,hurt,1890
2830,care-,hurt,1900
2831,care-,hurt,1910
2832,care-,hurt,1920
2833,care-,hurt,1930
2834,care-,hurt,1940
2835,care-,hurt,1950
2836,care-,hurt,1960
2837,care-,hurt,1970
2838,care-,hurt,1980
2839,care-,hurt,1990
2840,care-,kill,1800
2841,care-,kill,1810
2842,care-,kill,1820
2843,care-,kill,1830
2844,care-,kill,1840
2845,care-,kill,1850
2846,care-,kill,1860
2847,care-,kill,1870
2848,care-,kill,1880
2849,care-,kill,1890
2850,care-,kill,1900
2851,care-,kill,1910
2852,care-,kill,1920
2853,care-,kill,1930
2854,care-,kill,1940
2855,care-,kill,1950
2856,care-,kill,1960
2857,care-,kill,1970
2858,care-,kill,1980
2859,care-,kill,1990
2860,care-,kills,1800
2861,care-,kills,1810
2862,care-,kills,1820
2863,care-,kills,1830
2864,care-,kills,1840
2865,care-,kills,1850
2866,care-,kills,1860
2867,care-,kills,1870
2868,care-,kills,1880
2869,care-,kills,1890
2870,care-,kills,1900
2871,care-,kills,1910
2872,care-,kills,1920
2873,care-,kills,1930
2874,care-,kills,1940
2875,care-,kills,1950
2876,care-,kills,1960
2877,care-,kills,1970
2878,care-,kills,1980
2879,care-,kills,1990
2880,care-,killed,1800
2881,care-,killed,1810
2882,care-,killed,1820
2883,care-,killed,1830
2884,care-,killed,1840
2885,care-,killed,1850
2886,care-,killed,1860
2887,care-,killed,1870
2888,care-,killed,1880
2889,care-,killed,1890
2890,care-,killed,1900
2891,care-,killed,1910
2892,care-,killed,1920
2893,care-,killed,1930
2894,care-,killed,1940
2895,care-,killed,1950
2896,care-,killed,1960
2897,care-,killed,1970
2898,care-,killed,1980
2899,care-,killed,1990
2900,care-,killing,1800
2901,care-,killing,1810
2902,care-,killing,1820
2903,care-,killing,1830
2904,care-,killing,1840
2905,care-,killing,1850
2906,care-,killing,1860
2907,care-,killing,1870
2908,care-,killing,1880
2909,care-,killing,1890
2910,care-,killing,1900
2911,care-,killing,1910
2912,care-,killing,1920
2913,care-,killing,1930
2914,care-,killing,1940
2915,care-,killing,1950
2916,care-,killing,1960
2917,care-,killing,1970
2918,care-,killing,1980
2919,care-,killing,1990
2920,care-,endanger,1800
2921,care-,endanger,1810
2922,care-,endanger,1820
2923,care-,endanger,1830
2924,care-,endanger,1840
2925,care-,endanger,1850
2926,care-,endanger,1860
2927,care-,endanger,1870
2928,care-,endanger,1880
2929,care-,endanger,1890
2930,care-,endanger,1900
2931,care-,endanger,1910
2932,care-,endanger,1920
2933,care-,endanger,1930
2934,care-,endanger,1940
2935,care-,endanger,1950
2936,care-,endanger,1960
2937,care-,endanger,1970
2938,care-,endanger,1980
2939,care-,endanger,1990
2940,care-,cruel,1800
2941,care-,cruel,1810
2942,care-,cruel,1820
2943,care-,cruel,1830
2944,care-,cruel,1840
2945,care-,cruel,1850
2946,care-,cruel,1860
2947,care-,cruel,1870
2948,care-,cruel,1880
2949,care-,cruel,1890
2950,care-,cruel,1900
2951,care-,cruel,1910
2952,care-,cruel,1920
2953,care-,cruel,1930
2954,care-,cruel,1940
2955,care-,cruel,1950
2956,care-,cruel,1960
2957,care-,cruel,1970
2958,care-,cruel,1980
2959,care-,cruel,1990
2960,care-,brutal,1800
2961,care-,brutal,1810
2962,care-,brutal,1820
2963,care-,brutal,1830
2964,care-,brutal,1840
2965,care-,brutal,1850
2966,care-,brutal,1860
2967,care-,brutal,1870
2968,care-,brutal,1880
2969,care-,brutal,1890
2970,care-,brutal,1900
2971,care-,brutal,1910
2972,care-,brutal,1920
2973,care-,brutal,1930
2974,care-,brutal,1940
2975,care-,brutal,1950
2976,care-,brutal,1960
2977,care-,brutal,1970
2978,care-,brutal,1980
2979,care-,brutal,1990
2980,care-,abuse,1800
2981,care-,abuse,1810
2982,care-,abuse,1820
2983,care-,abuse,1830
2984,care-,abuse,1840
2985,care-,abuse,1850
2986,care-,abuse,1860
2987,care-,abuse,1870
2988,care-,abuse,1880
2989,care-,abuse,1890
2990,care-,abuse,1900
2991,care-,abuse,1910
2992,care-,abuse,1920
2993,care-,abuse,1930
2994,care-,abuse,1940
2995,care-,abuse,1950
2996,care-,abuse,1960
2997,care-,abuse,1970
2998,care-,abuse,1980
2999,care-,abuse,1990
3000,care-,damage,1800
3001,care-,damage,1810
3002,care-,damage,1820
3003,care-,damage,1830
3004,care-,damage,1840
3005,care-,damage,1850
3006,care-,damage,1860
3007,care-,damage,1870
3008,care-,damage,1880
3009,care-,damage,1890
3010,care-,damage,1900
3011,care-,damage,1910
3012,care-,damage,1920
3013,care-,damage,1930
3014,care-,damage,1940
3015,care-,damage,1950
3016,care-,damage,1960
3017,care-,damage,1970
3018,care-,damage,1980
3019,care-,damage,1990
3020,sanctity-,ruin,1800
3021,sanctity-,ruin,1810
3022,sanctity-,ruin,1820
3023,sanctity-,ruin,1830
3024,sanctity-,ruin,1840
3025,sanctity-,ruin,1850
3026,sanctity-,ruin,1860
3027,sanctity-,ruin,1870
3028,sanctity-,ruin,1880
3029,sanctity-,ruin,1890
3030,sanctity-,ruin,1900
3031,sanctity-,ruin,1910
3032,sanctity-,ruin,1920
3033,sanctity-,ruin,1930
3034,sanctity-,ruin,1940
3035,sanctity-,ruin,1950
3036,sanctity-,ruin,1960
3037,sanctity-,ruin,1970
3038,sanctity-,ruin,1980
3039,sanctity-,ruin,1990
3040,sanctity-,ruinous,1800
3041,sanctity-,ruinous,1810
3042,sanctity-,ruinous,1820
3043,sanctity-,ruinous,1830
3044,sanctity-,ruinous,1840
3045,sanctity-,ruinous,1850
3046,sanctity-,ruinous,1860
3047,sanctity-,ruinous,1870
3048,sanctity-,ruinous,1880
3049,sanctity-,ruinous,1890
3050,sanctity-,ruinous,1900
3051,sanctity-,ruinous,1910
3052,sanctity-,ruinous,1920
3053,sanctity-,ruinous,1930
3054,sanctity-,ruinous,1940
3055,sanctity-,ruinous,1950
3056,sanctity-,ruinous,1960
3057,sanctity-,ruinous,1970
3058,sanctity-,ruinous,1980
3059,sanctity-,ruinous,1990
3060,care-,detrimental,1800
3061,care-,detrimental,1810
3062,care-,detrimental,1820
3063,care-,detrimental,1830
3064,care-,detrimental,1840
3065,care-,detrimental,1850
3066,care-,detrimental,1860
3067,care-,detrimental,1870
3068,care-,detrimental,1880
3069,care-,detrimental,1890
3070,care-,detrimental,1900
3071,care-,detrimental,1910
3072,care-,detrimental,1920
3073,care-,detrimental,1930
3074,care-,detrimental,1940
3075,care-,detrimental,1950
3076,care-,detrimental,1960
