,category,word,year
1054,loyalty+,devote,1940
1055,loyalty+,devote,1950
1056,loyalty+,devote,1960
1057,loyalty+,devote,1970
1058,loyalty+,devote,1980
1059,loyalty+,devote,1990
1060,loyalty+,member,1800
1061,loyalty+,member,1810
1062,loyalty+,member,1820
1063,loyalty+,member,1830
1064,loyalty+,member,1840
1065,loyalty+,member,1850
1066,loyalty+,member,1860
1067,loyalty+,member,1870
1068,loyalty+,member,1880
1069,loyalty+,member,1890
1070,loyalty+,member,1900
1071,loyalty+,member,1910
1072,loyalty+,member,1920
1073,loyalty+,member,1930
1074,loyalty+,member,1940
1075,loyalty+,member,1950
1076,loyalty+,member,1960
1077,loyalty+,member,1970
1078,loyalty+,member,1980
1079,loyalty+,member,1990
1080,loyalty+,ally,1800
1081,loyalty+,ally,1810
1082,loyalty+,ally,1820
1083,loyalty+,ally,1830
1084,loyalty+,ally,1840
1085,loyalty+,ally,1850
1086,loyalty+,ally,1860
1087,loyalty+,ally,1870
1088,loyalty+,ally,1880
1089,loyalty+,ally,1890
1090,loyalty+,ally,1900
1091,loyalty+,ally,1910
1092,loyalty+,ally,1920
1093,loyalty+,ally,1930
1094,loyalty+,ally,1940
1095,loyalty+,ally,1950
1096,loyalty+,ally,1960
1097,loyalty+,ally,1970
1098,loyalty+,ally,1980
1099,loyalty+,ally,1990
1100,authority+,obedience,1800
1101,authority+,obedience,1810
1102,authority+,obedience,1820
1103,authority+,obedience,1830
1104,authority+,obedience,1840
1105,authority+,obedience,1850
1106,authority+,obedience,1860
1107,authority+,obedience,1870
1108,authority+,obedience,1880
1109,authority+,obedience,1890
1110,authority+,obedience,1900
1111,authority+,obedience,1910
1112,authority+,obedience,1920
1113,authority+,obedience,1930
1114,authority+,obedience,1940
1115,authority+,obedience,1950
1116,authority+,obedience,1960
1117,authority+,obedience,1970
1118,authority+,obedience,1980
1119,authority+,obedience,1990
1120,authority+,obey,1800
1121,authority+,obey,1810
1122,authority+,obey,1820
1123,authority+,obey,1830
1124,authority+,obey,1840
1125,authority+,obey,1850
1126,authority+,obey,1860
1127,authority+,obey,1870
1128,authority+,obey,1880
1129,authority+,obey,1890
1130,authority+,obey,1900
1131,authority+,obey,1910
1132,authority+,obey,1920
1133,authority+,obey,1930
1134,authority+,obey,1940
1135,authority+,obey,1950
1136,authority+,obey,1960
1137,authority+,obey,1970
1138,authority+,obey,1980
1139,authority+,obey,1990
1140,authority+,obedient,1800
1141,authority+,obedient,1810
1142,authority+,obedient,1820
1143,authority+,obedient,1830
1144,authority+,obedient,1840
1145,authority+,obedient,1850
1146,authority+,obedient,1860
1147,authority+,obedient,1870
1148,authority+,obedient,1880
1149,authority+,obedient,1890
1150,authority+,obedient,1900
1151,authority+,obedient,1910
1152,authority+,obedient,1920
1153,authority+,obedient,1930
1154,authority+,obedient,1940
1155,authority+,obedient,1950
1156,authority+,obedient,1960
1157,authority+,obedient,1970
1158,authority+,obedient,1980
1159,authority+,obedient,1990
1160,authority+,duty,1800
1161,authority+,duty,1810
1162,authority+,duty,1820
1163,authority+,duty,1830
1164,authority+,duty,1840
1165,authority+,duty,1850
1166,authority+,duty,1860
1167,authority+,duty,1870
1168,authority+,duty,1880
1169,authority+,duty,1890
1170,authority+,duty,1900
1171,authority+,duty,1910
1172,authority+,duty,1920
1173,authority+,duty,1930
1174,authority+,duty,1940
1175,authority+,duty,1950
1176,authority+,duty,1960
1177,authority+,duty,1970
1178,authority+,duty,1980
1179,authority+,duty,1990
1180,authority+,law,1800
1181,authority+,law,1810
1182,authority+,law,1820
1183,authority+,law,1830
1184,authority+,law,1840
1185,authority+,law,1850
1186,authority+,law,1860
1187,authority+,law,1870
1188,authority+,law,1880
1189,authority+,law,1890
1190,authority+,law,1900
1191,authority+,law,1910
1192,authority+,law,1920
1193,authority+,law,1930
1194,authority+,law,1940
1195,authority+,law,1950
1196,authority+,law,1960
1197,authority+,law,1970
1198,authority+,law,1980
1199,authority+,law,1990
1200,authority+,lawful,1800
1201,authority+,lawful,1810
1202,authority+,lawful,1820
1203,authority+,lawful,1830
1204,authority+,lawful,1840
1205,authority+,lawful,1850
1206,authority+,lawful,1860
1207,authority+,lawful,1870
1208,authority+,lawful,1880
1209,authority+,lawful,1890
1210,authority+,lawful,1900
1211,authority+,lawful,1910
1212,authority+,lawful,1920
1213,authority+,lawful,1930
1214,authority+,lawful,1940
1215,authority+,lawful,1950
1216,authority+,lawful,1960
1217,authority+,lawful,1970
1218,authority+,lawful,1980
1219,authority+,lawful,1990
1220,authority+,legality,1800
1221,authority+,legality,1810
1222,authority+,legality,1820
1223,authority+,legality,1830
1224,authority+,legality,1840
1225,authority+,legality,1850
1226,authority+,legality,1860
1227,authority+,legality,1870
1228,authority+,legality,1880
1229,authority+,legality,1890
1230,authority+,legality,1900
1231,authority+,legality,1910
1232,authority+,legality,1920
1233,authority+,legality,1930
1234,authority+,legality,1940
1235,authority+,legality,1950
1236,authority+,legality,1960
1237,authority+,legality,1970
1238,authority+,legality,1980
1239,authority+,legality,1990
1240,authority+,legal,1800
1241,authority+,legal,1810
1242,authority+,legal,1820
1243,authority+,legal,1830
1244,authority+,legal,1840
1245,authority+,legal,1850
1246,authority+,legal,1860
1247,authority+,legal,1870
1248,authority+,legal,1880
1249,authority+,legal,1890
1250,authority+,legal,1900
1251,authority+,legal,1910
1252,authority+,legal,1920
1253,authority+,legal,1930
1254,authority+,legal,1940
1255,authority+,legal,1950
1256,authority+,legal,1960
1257,authority+,legal,1970
1258,authority+,legal,1980
1259,authority+,legal,1990
1260,authority+,duties,1800
1261,authority+,duties,1810
1262,authority+,duties,1820
1263,authority+,duties,1830
1264,authority+,duties,1840
1265,authority+,duties,1850
1266,authority+,duties,1860
1267,authority+,duties,1870
1268,authority+,duties,1880
1269,authority+,duties,1890
1270,authority+,duties,1900
1271,authority+,duties,1910
1272,authority+,duties,1920
1273,authority+,duties,1930
1274,authority+,duties,1940
1275,authority+,duties,1950
1276,authority+,duties,1960
1277,authority+,duties,1970
1278,authority+,duties,1980
1279,authority+,duties,1990
1280,authority+,award,1800
1281,authority+,award,1810
1282,authority+,award,1820
1283,authority+,award,1830
1284,authority+,award,1840
1285,authority+,award,1850
1286,authority+,award,1860
1287,authority+,award,1870
1288,authority+,award,1880
1289,authority+,award,1890
1290,authority+,award,1900
1291,authority+,award,1910
1292,authority+,award,1920
1293,authority+,award,1930
1294,authority+,award,1940
1295,authority+,award,1950
1296,authority+,award,1960
1297,authority+,award,1970
1298,authority+,award,1980
1299,authority+,award,1990
1300,authority+,honor,1800
1301,authority+,honor,1810
1302,authority+,honor,1820
1303,authority+,honor,1830
1304,authority+,honor,1840
1305,authority+,honor,1850
1306,authority+,honor,1860
1307,authority+,honor,1870
1308,authority+,honor,1880
1309,authority+,honor,1890
1310,authority+,honor,1900
1311,authority+,honor,1910
1312,authority+,honor,1920
1313,authority+,honor,1930
1314,authority+,honor,1940
1315,authority+,honor,1950
1316,authority+,honor,1960
1317,authority+,honor,1970
1318,authority+,honor,1980
1319,authority+,honor,1990
1320,authority+,respect,1800
1321,authority+,respect,1810
1322,authority+,respect,1820
1323,authority+,respect,1830
1324,authority+,respect,1840
1325,authority+,respect,1850
1326,authority+,respect,1860
1327,authority+,respect,1870
1328,authority+,respect,1880
1329,authority+,respect,1890
1330,authority+,respect,1900
1331,authority+,respect,1910
1332,authority+,respect,1920
1333,authority+,respect,1930
1334,authority+,respect,1940
1335,authority+,respect,1950
1336,authority+,respect,1960
1337,authority+,respect,1970
1338,authority+,respect,1980
1339,authority+,respect,1990
1340,authority+,respectful,1800
1341,authority+,respectful,1810
1342,authority+,respectful,1820
1343,authority+,respectful,1830
1344,authority+,respectful,1840
1345,authority+,respectful,1850
1346,authority+,respectful,1860
1347,authority+,respectful,1870
1348,authority+,respectful,1880
1349,authority+,respectful,1890
1350,authority+,respectful,1900
1351,authority+,respectful,1910
1352,authority+,respectful,1920
1353,authority+,respectful,1930
1354,authority+,respectful,1940
1355,authority+,respectful,1950
1356,authority+,respectful,1960
1357,authority+,respectful,1970
1358,authority+,respectful,1980
1359,authority+,respectful,1990
1360,authority+,respected,1800
1361,authority+,respected,1810
1362,authority+,respected,1820
1363,authority+,respected,1830
1364,authority+,respected,1840
1365,authority+,respected,1850
1366,authority+,respected,1860
1367,authority+,respected,1870
1368,authority+,respected,1880
1369,authority+,respected,1890
1370,authority+,respected,1900
1371,authority+,respected,1910
1372,authority+,respected,1920
1373,authority+,respected,1930
1374,authority+,respected,1940
1375,authority+,respected,1950
1376,authority+,respected,1960
1377,authority+,respected,1970
1378,authority+,respected,1980
1379,authority+,respected,1990
1380,authority+,respects,1800
1381,authority+,respects,1810
1382,authority+,respects,1820
1383,authority+,respects,1830
1384,authority+,respects,1840
1385,authority+,respects,1850
1386,authority+,respects,1860
1387,authority+,respects,1870
1388,authority+,respects,1880
1389,authority+,respects,1890
1390,authority+,respects,1900
1391,authority+,respects,1910
1392,authority+,respects,1920
1393,authority+,respects,1930
1394,authority+,respects,1940
1395,authority+,respects,1950
1396,authority+,respects,1960
1397,authority+,respects,1970
1398,authority+,respects,1980
1399,authority+,respects,1990
1400,authority+,order,1800
1401,authority+,order,1810
1402,authority+,order,1820
1403,authority+,order,1830
1404,authority+,order,1840
1405,authority+,order,1850
1406,authority+,order,1860
1407,authority+,order,1870
1408,authority+,order,1880
1409,authority+,order,1890
1410,authority+,order,1900
1411,authority+,order,1910
1412,authority+,order,1920
1413,authority+,order,1930
1414,authority+,order,1940
1415,authority+,order,1950
1416,authority+,order,1960
1417,authority+,order,1970
1418,authority+,order,1980
1419,authority+,order,1990
1420,authority+,father,1800
1421,authority+,father,1810
1422,authority+,father,1820
1423,authority+,father,1830
1424,authority+,father,1840
1425,authority+,father,1850
1426,authority+,father,1860
1427,authority+,father,1870
1428,authority+,father,1880
1429,authority+,father,1890
1430,authority+,father,1900
1431,authority+,father,1910
1432,authority+,father,1920
1433,authority+,father,1930
1434,authority+,father,1940
1435,authority+,father,1950
1436,authority+,father,1960
1437,authority+,father,1970
1438,authority+,father,1980
1439,authority+,father,1990
1440,authority+,mother,1800
1441,authority+,mother,1810
1442,authority+,mother,1820
1443,authority+,mother,1830
1444,authority+,mother,1840
1445,authority+,mother,1850
1446,authority+,mother,1860
1447,authority+,mother,1870
1448,authority+,mother,1880
1449,authority+,mother,1890
1450,authority+,mother,1900
1451,authority+,mother,1910
1452,authority+,mother,1920
1453,authority+,mother,1930
1454,authority+,mother,1940
1455,authority+,mother,1950
1456,authority+,mother,1960
1457,authority+,mother,1970
1458,authority+,mother,1980
1459,authority+,mother,1990
1460,authority+,mothers,1800
1461,authority+,mothers,1810
1462,authority+,mothers,1820
1463,authority+,mothers,1830
1464,authority+,mothers,1840
1465,authority+,mothers,1850
1466,authority+,mothers,1860
1467,authority+,mothers,1870
1468,authority+,mothers,1880
1469,authority+,mothers,1890
1470,authority+,mothers,1900
1471,authority+,mothers,1910
1472,authority+,mothers,1920
1473,authority+,mothers,1930
1474,authority+,mothers,1940
1475,authority+,mothers,1950
1476,authority+,mothers,1960
1477,authority+,mothers,1970
1478,authority+,mothers,1980
1479,authority+,mothers,1990
1480,authority+,tradition,1800
1481,authority+,tradition,1810
1482,authority+,tradition,1820
1483,authority+,tradition,1830
1484,authority+,tradition,1840
1485,authority+,tradition,1850
1486,authority+,tradition,1860
1487,authority+,tradition,1870
1488,authority+,tradition,1880
1489,authority+,tradition,1890
1490,authority+,tradition,1900
1491,authority+,tradition,1910
1492,authority+,tradition,1920
1493,authority+,tradition,1930
1494,authority+,tradition,1940
1495,authority+,tradition,1950
1496,authority+,tradition,1960
1497,authority+,tradition,1970
1498,authority+,tradition,1980
1499,authority+,tradition,1990
1500,authority+,hierarchy,1800
1501,authority+,hierarchy,1810
1502,authority+,hierarchy,1820
1503,authority+,hierarchy,1830
1504,authority+,hierarchy,1840
1505,authority+,hierarchy,1850
1506,authority+,hierarchy,1860
1507,authority+,hierarchy,1870
1508,authority+,hierarchy,1880
1509,authority+,hierarchy,1890
1510,authority+,hierarchy,1900
1511,authority+,hierarchy,1910
1512,authority+,hierarchy,1920
1513,authority+,hierarchy,1930
1514,authority+,hierarchy,1940
1515,authority+,hierarchy,1950
1516,authority+,hierarchy,1960
1517,authority+,hierarchy,1970
1518,authority+,hierarchy,1980
1519,authority+,hierarchy,1990
1520,authority+,authority,1800
1521,authority+,authority,1810
1522,authority+,authority,1820
1523,authority+,authority,1830
1524,authority+,authority,1840
1525,authority+,authority,1850
1526,authority+,authority,1860
1527,authority+,authority,1870
1528,authority+,authority,1880
1529,authority+,authority,1890
1530,authority+,authority,1900
1531,authority+,authority,1910
1532,authority+,authority,1920
1533,authority+,authority,1930
1534,authority+,authority,1940
1535,authority+,authority,1950
1536,authority+,authority,1960
1537,authority+,authority,1970
1538,authority+,authority,1980
1539,authority+,authority,1990
1540,authority+,permit,1800
1541,authority+,permit,1810
1542,authority+,permit,1820
1543,authority+,permit,1830
1544,authority+,permit,1840
1545,authority+,permit,1850
1546,authority+,permit,1860
1547,authority+,permit,1870
1548,authority+,permit,1880
1549,authority+,permit,1890
1550,authority+,permit,1900
1551,authority+,permit,1910
1552,authority+,permit,1920
1553,authority+,permit,1930
1554,authority+,permit,1940
1555,authority+,permit,1950
1556,authority+,permit,1960
1557,authority+,permit,1970
1558,authority+,permit,1980
1559,authority+,permit,1990
1560,authority+,permission,1800
1561,authority+,permission,1810
1562,authority+,permission,1820
1563,authority+,permission,1830
1564,authority+,permission,1840
1565,authority+,permission,1850
1566,authority+,permission,1860
1567,authority+,permission,1870
1568,authority+,permission,1880
1569,authority+,permission,1890
1570,authority+,permission,1900
1571,authority+,permission,1910
1572,authority+,permission,1920
1573,authority+,permission,1930
1574,authority+,permission,1940
1575,authority+,permission,1950
1576,authority+,permission,1960
1577,authority+,permission,1970
1578,authority+,permission,1980
1579,authority+,permission,1990
1580,authority+,rank,1800
1581,authority+,rank,1810
1582,authority+,rank,1820
1583,authority+,rank,1830
1584,authority+,rank,1840
1585,authority+,rank,1850
1586,authority+,rank,1860
1587,authority+,rank,1870
1588,authority+,rank,1880
1589,authority+,rank,1890
1590,authority+,rank,1900
1591,authority+,rank,1910
1592,authority+,rank,1920
1593,authority+,rank,1930
1594,authority+,rank,1940
1595,authority+,rank,1950
1596,authority+,rank,1960
1597,authority+,rank,1970
1598,authority+,rank,1980
1599,authority+,rank,1990
1600,authority+,leader,1800
1601,authority+,leader,1810
1602,authority+,leader,1820
1603,authority+,leader,1830
1604,authority+,leader,1840
1605,authority+,leader,1850
1606,authority+,leader,1860
1607,authority+,leader,1870
1608,authority+,leader,1880
1609,authority+,leader,1890
1610,authority+,leader,1900
1611,authority+,leader,1910
1612,authority+,leader,1920
1613,authority+,leader,1930
1614,authority+,leader,1940
1615,authority+,leader,1950
1616,authority+,leader,1960
1617,authority+,leader,1970
1618,authority+,leader,1980
1619,authority+,leader,1990
1620,authority+,lead,1800
1621,authority+,lead,1810
1622,authority+,lead,1820
1623,authority+,lead,1830
1624,authority+,lead,1840
1625,authority+,lead,1850
1626,authority+,lead,1860
1627,authority+,lead,1870
1628,authority+,lead,1880
1629,authority+,lead,1890
1630,authority+,lead,1900
1631,authority+,lead,1910
1632,authority+,lead,1920
1633,authority+,lead,1930
1634,authority+,lead,1940
1635,authority+,lead,1950
1636,authority+,lead,1960
1637,authority+,lead,1970
1638,authority+,lead,1980
1639,authority+,lead,1990
1640,authority+,class,1800
1641,authority+,class,1810
1642,authority+,class,1820
1643,authority+,class,1830
1644,authority+,class,1840
1645,authority+,class,1850
1646,authority+,class,1860
1647,authority+,class,1870
1648,authority+,class,1880
1649,authority+,class,1890
1650,authority+,class,1900
1651,authority+,class,1910
1652,authority+,class,1920
1653,authority+,class,1930
1654,authority+,class,1940
1655,authority+,class,1950
1656,authority+,class,1960
1657,authority+,class,1970
1658,authority+,class,1980
1659,authority+,class,1990
1660,authority+,position,1800
1661,authority+,position,1810
1662,authority+,position,1820
1663,authority+,position,1830
1664,authority+,position,1840
1665,authority+,position,1850
1666,authority+,position,1860
1667,authority+,position,1870
1668,authority+,position,1880
1669,authority+,position,1890
1670,authority+,position,1900
1671,authority+,position,1910
1672,authority+,position,1920
1673,authority+,position,1930
1674,authority+,position,1940
1675,authority+,position,1950
1676,authority+,position,1960
1677,authority+,position,1970
1678,authority+,position,1980
1679,authority+,position,1990
1680,authority+,compliance,1800
1681,authority+,compliance,1810
1682,authority+,compliance,1820
1683,authority+,compliance,1830
1684,authority+,compliance,1840
1685,authority+,compliance,1850
1686,authority+,compliance,1860
1687,authority+,compliance,1870
1688,authority+,compliance,1880
1689,authority+,compliance,1890
1690,authority+,compliance,1900
1691,authority+,compliance,1910
1692,authority+,compliance,1920
1693,authority+,compliance,1930
1694,authority+,compliance,1940
1695,authority+,compliance,1950
1696,authority+,compliance,1960
1697,authority+,compliance,1970
1698,authority+,compliance,1980
1699,authority+,compliance,1990
1700,authority+,command,1800
1701,authority+,command,1810
1702,authority+,command,1820
1703,authority+,command,1830
1704,authority+,command,1840
1705,authority+,command,1850
1706,authority+,command,1860
1707,authority+,command,1870
1708,authority+,command,1880
1709,authority+,command,1890
1710,authority+,command,1900
1711,authority+,command,1910
1712,authority+,command,1920
1713,authority+,command,1930
1714,authority+,command,1940
1715,authority+,command,1950
1716,authority+,command,1960
1717,authority+,command,1970
1718,authority+,command,1980
1719,authority+,command,1990
1720,authority+,supremacy,1800
1721,authority+,supremacy,1810
1722,authority+,supremacy,1820
1723,authority+,supremacy,1830
1724,authority+,supremacy,1840
1725,authority+,supremacy,1850
1726,authority+,supremacy,1860
1727,authority+,supremacy,1870
1728,authority+,supremacy,1880
1729,authority+,supremacy,1890
1730,authority+,supremacy,1900
1731,authority+,supremacy,1910
1732,authority+,supremacy,1920
1733,authority+,supremacy,1930
1734,authority+,supremacy,1940
1735,authority+,supremacy,1950
1736,authority+,supremacy,1960
1737,authority+,supremacy,1970
1738,authority+,supremacy,1980
1739,authority+,supremacy,1990
1740,authority+,control,1800
1741,authority+,control,1810
1742,authority+,control,1820
1743,authority+,control,1830
1744,authority+,control,1840
1745,authority+,control,1850
1746,authority+,control,1860
1747,authority+,control,1870
1748,authority+,control,1880
1749,authority+,control,1890
1750,authority+,control,1900
1751,authority+,control,1910
1752,authority+,control,1920
1753,authority+,control,1930
1754,authority+,control,1940
1755,authority+,control,1950
1756,authority+,control,1960
1757,authority+,control,1970
1758,authority+,control,1980
1759,authority+,control,1990
1760,authority+,submission,1800
1761,authority+,submission,1810
1762,authority+,submission,1820
1763,authority+,submission,1830
1764,authority+,submission,1840
1765,authority+,submission,1850
1766,authority+,submission,1860
1767,authority+,submission,1870
1768,authority+,submission,1880
1769,authority+,submission,1890
1770,authority+,submission,1900
1771,authority+,submission,1910
1772,authority+,submission,1920
1773,authority+,submission,1930
1774,authority+,submission,1940
1775,authority+,submission,1950
1776,authority+,submission,1960
1777,authority+,submission,1970
1778,authority+,submission,1980
1779,authority+,submission,1990
1780,authority+,submit,1800
1781,authority+,submit,1810
1782,authority+,submit,1820
1783,authority+,submit,1830
1784,authority+,submit,1840
1785,authority+,submit,1850
1786,authority+,submit,1860
1787,authority+,submit,1870
1788,authority+,submit,1880
1789,authority+,submit,1890
1790,authority+,submit,1900
1791,authority+,submit,1910
1792,authority+,submit,1920
1793,authority+,submit,1930
1794,authority+,submit,1940
1795,authority+,submit,1950
1796,authority+,submit,1960
1797,authority+,submit,1970
1798,authority+,submit,1980
1799,authority+,submit,1990
1800,authority+,commit,1800
1801,authority+,commit,1810
1802,authority+,commit,1820
1803,authority+,commit,1830
1804,authority+,commit,1840
1805,authority+,commit,1850
1806,authority+,commit,1860
1807,authority+,commit,1870
1808,authority+,commit,1880
1809,authority+,commit,1890
1810,authority+,commit,1900
1811,authority+,commit,1910
1812,authority+,commit,1920
1813,authority+,commit,1930
1814,authority+,commit,1940
1815,authority+,commit,1950
1816,authority+,commit,1960
1817,authority+,commit,1970
1818,authority+,commit,1980
1819,authority+,commit,1990
1820,authority+,allegiance,1800
1821,authority+,allegiance,1810
1822,authority+,allegiance,1820
1823,authority+,allegiance,1830
1824,authority+,allegiance,1840
1825,authority+,allegiance,1850
1826,authority+,allegiance,1860
1827,authority+,allegiance,1870
1828,authority+,allegiance,1880
1829,authority+,allegiance,1890
1830,authority+,allegiance,1900
1831,authority+,allegiance,1910
1832,authority+,allegiance,1920
1833,authority+,allegiance,1930
1834,authority+,allegiance,1940
1835,authority+,allegiance,1950
1836,authority+,allegiance,1960
1837,authority+,allegiance,1970
1838,authority+,allegiance,1980
1839,authority+,allegiance,1990
1840,authority+,serve,1800
1841,authority+,serve,1810
1842,authority+,serve,1820
1843,authority+,serve,1830
1844,authority+,serve,1840
1845,authority+,serve,1850
1846,authority+,serve,1860
1847,authority+,serve,1870
1848,authority+,serve,1880
1849,authority+,serve,1890
1850,authority+,serve,1900
1851,authority+,serve,1910
1852,authority+,serve,1920
1853,authority+,serve,1930
1854,authority+,serve,1940
1855,authority+,serve,1950
1856,authority+,serve,1960
1857,authority+,serve,1970
1858,authority+,serve,1980
1859,authority+,serve,1990
1860,authority+,abide,1800
1861,authority+,abide,1810
1862,authority+,abide,1820
1863,authority+,abide,1830
1864,authority+,abide,1840
1865,authority+,abide,1850
1866,authority+,abide,1860
1867,authority+,abide,1870
1868,authority+,abide,1880
1869,authority+,abide,1890
1870,authority+,abide,1900
1871,authority+,abide,1910
1872,authority+,abide,1920
1873,authority+,abide,1930
1874,authority+,abide,1940
1875,authority+,abide,1950
1876,authority+,abide,1960
1877,authority+,abide,1970
1878,authority+,abide,1980
1879,authority+,abide,1990
1880,authority+,deference,1800
1881,authority+,deference,1810
1882,authority+,deference,1820
1883,authority+,deference,1830
1884,authority+,deference,1840
1885,authority+,deference,1850
1886,authority+,deference,1860
1887,authority+,deference,1870
1888,authority+,deference,1880
1889,authority+,deference,1890
1890,authority+,deference,1900
1891,authority+,deference,1910
1892,authority+,deference,1920
1893,authority+,deference,1930
1894,authority+,deference,1940
1895,authority+,deference,1950
1896,authority+,deference,1960
1897,authority+,deference,1970
1898,authority+,deference,1980
1899,authority+,deference,1990
1900,authority+,defer,1800
1901,authority+,defer,1810
1902,authority+,defer,1820
1903,authority+,defer,1830
1904,authority+,defer,1840
1905,authority+,defer,1850
1906,authority+,defer,1860
1907,authority+,defer,1870
1908,authority+,defer,1880
1909,authority+,defer,1890
1910,authority+,defer,1900
1911,authority+,defer,1910
1912,authority+,defer,1920
1913,authority+,defer,1930
1914,authority+,defer,1940
1915,authority+,defer,1950
1916,authority+,defer,1960
1917,authority+,defer,1970
1918,authority+,defer,1980
1919,authority+,defer,1990
1920,authority+,revered,1800
1921,authority+,revered,1810
1922,authority+,revered,1820
1923,authority+,revered,1830
1924,authority+,revered,1840
1925,authority+,revered,1850
1926,authority+,revered,1860
1927,authority+,revered,1870
1928,authority+,revered,1880
1929,authority+,revered,1890
1930,authority+,revered,1900
1931,authority+,revered,1910
1932,authority+,revered,1920
1933,authority+,revered,1930
1934,authority+,revered,1940
1935,authority+,revered,1950
1936,authority+,revered,1960
1937,authority+,revered,1970
1938,authority+,revered,1980
1939,authority+,revered,1990
1940,authority+,idol,1800
1941,authority+,idol,1810
1942,authority+,idol,1820
1943,authority+,idol,1830
1944,authority+,idol,1840
1945,authority+,idol,1850
1946,authority+,idol,1860
1947,authority+,idol,1870
1948,authority+,idol,1880
1949,authority+,idol,1890
1950,authority+,idol,1900
1951,authority+,idol,1910
1952,authority+,idol,1920
1953,authority+,idol,1930
1954,authority+,idol,1940
1955,authority+,idol,1950
1956,authority+,idol,1960
1957,authority+,idol,1970
1958,authority+,idol,1980
1959,authority+,idol,1990
1960,authority+,fear,1800
1961,authority+,fear,1810
1962,authority+,fear,1820
1963,authority+,fear,1830
1964,authority+,fear,1840
1965,authority+,fear,1850
1966,authority+,fear,1860
1967,authority+,fear,1870
1968,authority+,fear,1880
1969,authority+,fear,1890
1970,authority+,fear,1900
1971,authority+,fear,1910
1972,authority+,fear,1920
1973,authority+,fear,1930
1974,authority+,fear,1940
1975,authority+,fear,1950
1976,authority+,fear,1960
1977,authority+,fear,1970
1978,authority+,fear,1980
1979,authority+,fear,1990
1980,authority+,veneration,1800
1981,authority+,veneration,1810
1982,authority+,veneration,1820
1983,authority+,veneration,1830
1984,authority+,veneration,1840
1985,authority+,veneration,1850
1986,authority+,veneration,1860
1987,authority+,veneration,1870
1988,authority+,veneration,1880
1989,authority+,veneration,1890
1990,authority+,veneration,1900
1991,authority+,veneration,1910
1992,authority+,veneration,1920
1993,authority+,veneration,1930
1994,authority+,veneration,1940
1995,authority+,veneration,1950
1996,authority+,veneration,1960
1997,authority+,veneration,1970
1998,authority+,veneration,1980
1999,authority+,veneration,1990
2000,authority+,comply,1800
2001,authority+,comply,1810
2002,authority+,comply,1820
2003,authority+,comply,1830
2004,authority+,comply,1840
2005,authority+,comply,1850
2006,authority+,comply,1860
2007,authority+,comply,1870
2008,authority+,comply,1880
2009,authority+,comply,1890
2010,authority+,comply,1900
2011,authority+,comply,1910
2012,authority+,comply,1920
2013,authority+,comply,1930
2014,authority+,comply,1940
2015,authority+,comply,1950
2016,authority+,comply,1960
2017,authority+,comply,1970
2018,authority+,comply,1980
2019,authority+,comply,1990
2020,sanctity+,piety,1800
2021,sanctity+,piety,1810
2022,sanctity+,piety,1820
2023,sanctity+,piety,1830
2024,sanctity+,piety,1840
2025,sanctity+,piety,1850
2026,sanctity+,piety,1860
2027,sanctity+,piety,1870
2028,sanctity+,piety,1880
2029,sanctity+,piety,1890
2030,sanctity+,piety,1900
2031,sanctity+,piety,1910
2032,sanctity+,piety,1920
2033,sanctity+,piety,1930
2034,sanctity+,piety,1940
2035,sanctity+,piety,1950
2036,sanctity+,piety,1960
2037,sanctity+,piety,1970
2038,sanctity+,piety,1980
2039,sanctity+,piety,1990
2040,sanctity+,pious,1800
2041,sanctity+,pious,1810
2042,sanctity+,pious,1820
2043,sanctity+,pious,1830
2044,sanctity+,pious,1840
2045,sanctity+,pious,1850
2046,sanctity+,pious,1860
2047,sanctity+,pious,1870
2048,sanctity+,pious,1880
2049,sanctity+,pious,1890
2050,sanctity+,pious,1900
2051,sanctity+,pious,1910
2052,sanctity+,pious,1920
2053,sanctity+,pious,1930
2054,sanctity+,pious,1940
2055,sanctity+,pious,1950
2056,sanctity+,pious,1960
2057,sanctity+,pious,1970
2058,sanctity+,pious,1980
2059,sanctity+,pious,1990
2060,sanctity+,purity,1800
2061,sanctity+,purity,1810
2062,sanctity+,purity,1820
2063,sanctity+,purity,1830
2064,sanctity+,purity,1840
2065,sanctity+,purity,1850
2066,sanctity+,purity,1860
2067,sanctity+,purity,1870
2068,sanctity+,purity,1880
2069,sanctity+,purity,1890
2070,sanctity+,purity,1900
2071,sanctity+,purity,1910
2072,sanctity+,purity,1920
2073,sanctity+,purity,1930
2074,sanctity+,purity,1940
2075,sanctity+,purity,1950
2076,sanctity+,purity,1960
2077,sanctity+,purity,1970
2078,sanctity+,purity,1980
2079,sanctity+,purity,1990
2080,sanctity+,pure,1800
2081,sanctity+,pure,1810
2082,sanctity+,pure,1820
2083,sanctity+,pure,1830
2084,sanctity+,pure,1840
2085,sanctity+,pure,1850
2086,sanctity+,pure,1860
2087,sanctity+,pure,1870
2088,sanctity+,pure,1880
2089,sanctity+,pure,1890
2090,sanctity+,pure,1900
2091,sanctity+,pure,1910
2092,sanctity+,pure,1920
2093,sanctity+,pure,1930
2094,sanctity+,pure,1940
2095,sanctity+,pure,1950
2096,sanctity+,pure,1960
2097,sanctity+,pure,1970
2098,sanctity+,pure,1980
2099,sanctity+,pure,1990
2100,sanctity+,clean,1800
